"","Row","Sample","Anon Student Id","Problem Hierarchy","Problem Name","Problem View","Problem Start Time","Problem End Time","Latency (sec)","Steps Missing Start Times","Hints","Incorrects","Corrects","Avg Corrects","Steps","Avg Assistance Score","Correct First Attempts","Condition","KCs (Geometry)","Steps without KCs (Geometry)","KC List (Geometry)","KCs (KRE_circle_area)","Steps without KCs (KRE_circle_area)","KC List (KRE_circle_area)","KCs (Khushboo)","Steps without KCs (Khushboo)","KC List (Khushboo)","KCs (MJB-SQRECT-Merge)","Steps without KCs (MJB-SQRECT-Merge)","KC List (MJB-SQRECT-Merge)","KCs (MyKC)","Steps without KCs (MyKC)","KC List (MyKC)","KCs (NNEWWW)","Steps without KCs (NNEWWW)","KC List (NNEWWW)","KCs (New)","Steps without KCs (New)","KC List (New)","KCs (NewModel)","Steps without KCs (NewModel)","KC List (NewModel)","KCs (Single-KC)","Steps without KCs (Single-KC)","KC List (Single-KC)","KCs (Textbook)","Steps without KCs (Textbook)","KC List (Textbook)","KCs (Textbook-test)","Steps without KCs (Textbook-test)","KC List (Textbook-test)","KCs (Unique-step)","Steps without KCs (Unique-step)","KC List (Unique-step)","KCs (Zhulin_Textbook11_SquareRectMerge)","Steps without KCs (Zhulin_Textbook11_SquareRectMerge)","KC List (Zhulin_Textbook11_SquareRectMerge)","KCs (new KC model name)","Steps without KCs (new KC model name)","KC List (new KC model name)"
"48",48,"All Data","Stu_02ee1b3f31a6f6a7f4b8012298b2395e","Unit Area","PENTAGON_ABCDE",5,"1996-02-01 00:50:55","1996-02-01 00:51:22",27,0,0,0,3,1,3,0,3,0,1,0,"Geometry",1,0,"pentagon-area",1,0,"area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"Single-KC",1,0,"pentagon-area",1,0,"pentagon-area",3,0,3,1,0,"pentagon-area",1,0,20
"49",49,"All Data","Stu_02ee1b3f31a6f6a7f4b8012298b2395e","Unit Area","PENTAGON",4,"1996-02-01 00:51:28","1996-02-01 00:51:53",25,0,0,0,3,1,3,0,3,0,1,0,"Geometry",1,0,"pentagon-area",1,0,"area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"Single-KC",1,0,"pentagon-area",1,0,"pentagon-area",3,0,26,1,0,"pentagon-area",1,0,20
"50",50,"All Data","Stu_02ee1b3f31a6f6a7f4b8012298b2395e","Unit Area","CIRCLE_O",1,"1996-02-01 00:51:58","1996-02-01 00:54:40",162,0,0,7,12,1,12,0.583,5,0,1,0,"Geometry",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"area, circumference, diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",1,0,"Single-KC",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",12,0,12,3,0,"circle-area, circle-circumference, circle-diameter",3,0,3
"51",51,"All Data","Stu_02ee1b3f31a6f6a7f4b8012298b2395e","Unit Area","LAWN_SPRINKLER",1,"1996-02-01 00:54:50","1996-02-01 00:54:51",1,0,0,1,1,1,1,1,0,0,1,0,"Geometry",1,0,"circle-area",1,0,"area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"Single-KC",1,0,"circle-area",1,0,"circle-area",1,0,62,1,0,"circle-area",1,0,1
"52",52,"All Data","Stu_02ee1b3f31a6f6a7f4b8012298b2395e","Unit Area","COVERING_POOL",1,"1996-02-01 00:55:07","1996-02-01 00:55:44",37,0,0,2,2,1,2,1,0,0,1,0,"Geometry",2,0,"circle-area, circle-diameter",2,0,"area, diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",1,0,"Single-KC",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,28,2,0,"circle-area, circle-diameter",2,0,4
"53",53,"All Data","Stu_02ee1b3f31a6f6a7f4b8012298b2395e","Unit Area","DOG_ON_A_ROPE",1,"1996-02-01 00:55:52","1996-02-01 00:56:05",13,0,0,2,2,1,2,1,0,0,1,0,"Geometry",2,0,"circle-area, circle-circumference",2,0,"area, circumference",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",1,0,"Single-KC",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",2,0,9,2,0,"circle-area, circle-circumference",2,0,2
"54",54,"All Data","Stu_02ee1b3f31a6f6a7f4b8012298b2395e","Unit Area","LAWN_SPRINKLER_2",1,"1996-02-01 00:56:25","1996-02-01 00:56:36",11,0,0,3,3,1,3,1,0,0,1,0,"Geometry",3,0,"circle-area, compose-by-addition, rectangle-area",2,0,"area, compose-by-addition",3,0,"circle-area, compose-by-addition, sq_rect-area",3,0,"circle-area, compose-by-addition, rectangle-area",3,0,"circle-area, compose-by-addition, rectangle-area",3,0,"circle-area, compose-by-addition, square-rect-area",3,0,"circle-area, compose-by-addition, square-rect-area",1,0,"Single-KC",3,0,"circle-area, compose-by-addition, rectangle-area",3,0,"circle-area, compose-by-addition, rectangle-area",3,0,48,3,0,"circle-area, compose-by-addition, square-rect-area",3,0,8
"55",55,"All Data","Stu_02ee1b3f31a6f6a7f4b8012298b2395e","Unit Area","CIRCLE_DIAMETER",1,"1996-02-01 00:56:56","1996-02-01 00:57:13",17,0,0,3,3,1,3,1,0,0,1,0,"Geometry",3,0,"circle-circumference, circle-diameter, circle-pi",3,0,"area, circumference, diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",1,0,"Single-KC",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,37,3,0,"circle-area, circle-circumference, circle-diameter",3,0,3
"56",56,"All Data","Stu_02ee1b3f31a6f6a7f4b8012298b2395e","Unit Area","CIRCLE_RADIUS",1,"1996-02-01 00:57:22","1996-02-01 00:57:39",17,0,0,2,3,1,3,0.667,1,0,1,0,"Geometry",3,0,"circle-circumference, circle-diameter, circle-pi",3,0,"area, circumference, diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",1,0,"Single-KC",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,39,3,0,"circle-area, circle-circumference, circle-diameter",3,0,3
"57",57,"All Data","Stu_02ee1b3f31a6f6a7f4b8012298b2395e","Unit Area","CIRCLE_AREA",1,"1996-02-01 00:57:58","1996-02-01 00:58:33",35,0,0,0,3,1,3,0,3,0,1,0,"Geometry",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"area, circumference, diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",1,0,"Single-KC",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,58,3,0,"circle-area, circle-circumference, circle-diameter",3,0,3
"58",58,"All Data","Stu_04317acc6cccc2fac0b953aee8ba956c","Unit Area","PENTAGON",1,"1996-02-01 00:00:35","1996-02-01 00:02:12",97,0,0,2,3,1,3,0.667,1,0,1,0,"Geometry",1,0,"pentagon-area",1,0,"area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"Single-KC",1,0,"pentagon-area",1,0,"pentagon-area",3,0,26,1,0,"pentagon-area",1,0,20
"59",59,"All Data","Stu_04317acc6cccc2fac0b953aee8ba956c","Unit Area","TRIANGLE_RECTANGLE",1,"1996-02-01 00:02:23","1996-02-01 00:03:26",63,0,0,2,2,1,2,1,0,0,1,0,"Geometry",2,0,"compose-by-multiplication, triangle-area",2,0,"area, compose-by-multiplication",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",1,0,"Single-KC",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,17,2,0,"compose-by-multiplication, triangle-area",2,0,17
"60",60,"All Data","Stu_04317acc6cccc2fac0b953aee8ba956c","Unit Area","DESIGNING_A_QUILT",1,"1996-02-01 00:03:37","1996-02-01 00:03:37",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"triangle-area",1,0,"area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"Single-KC",1,0,"triangle-area",1,0,"triangle-area",1,0,64,1,0,"triangle-area",1,0,23
"61",61,"All Data","Stu_09e34be8c3a4c82fb0781173c6f485e4","Unit Area","RECTANGLE_HEIGHT",1,"1996-02-01 00:00:57","1996-02-01 00:00:58",1,0,0,1,1,1,1,1,0,0,1,0,"Geometry",1,0,"rectangle-area",1,0,"area",1,0,"sq_rect-area",1,0,"rectangle-area",1,0,"rectangle-area",1,0,"square-rect-area",1,0,"square-rect-area",1,0,"Single-KC",1,0,"rectangle-area",1,0,"rectangle-area",0,1,108.962250605657,1,0,"square-rect-area",1,0,21
"62",62,"All Data","Stu_09e34be8c3a4c82fb0781173c6f485e4","Unit Area","RECTANGLE_BASE",1,"1996-02-01 00:01:12","1996-02-01 00:01:13",1,0,0,1,1,1,1,1,0,0,1,0,"Geometry",1,0,"rectangle-area",1,0,"area",1,0,"sq_rect-area",1,0,"rectangle-area",1,0,"rectangle-area",1,0,"square-rect-area",1,0,"square-rect-area",1,0,"Single-KC",1,0,"rectangle-area",1,0,"rectangle-area",0,1,129.428027464168,1,0,"square-rect-area",1,0,21
"63",63,"All Data","Stu_09e34be8c3a4c82fb0781173c6f485e4","Unit Area","PARALLELOGRAM_HEIGHT",1,"1996-02-01 00:01:40","1996-02-01 00:01:41",1,0,0,1,1,1,1,1,0,0,1,0,"Geometry",1,0,"parallelogram-area",1,0,"area",1,0,"parallelogram-area",1,0,"parallelogram-area",1,0,"parallelogram-area",1,0,"parallelogram-area",1,0,"parallelogram-area",1,0,"Single-KC",1,0,"parallelogram-area",1,0,"parallelogram-area",0,1,117.429790590595,1,0,"parallelogram-area",1,0,19
"64",64,"All Data","Stu_09e34be8c3a4c82fb0781173c6f485e4","Unit Area","TRAPEZOID_ABCD",1,"1996-02-01 00:01:48","1996-02-01 00:01:49",1,0,0,1,1,1,1,1,0,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,65,1,0,"trapezoid-area",1,0,22
"65",65,"All Data","Stu_0dc180ab4196c3c75b62bfc5e01e6ee2","Unit Area","PENTAGON_ABCDE",1,"1996-02-01 00:00:21","1996-02-01 00:01:55",94,0,0,1,3,1,3,0.333,2,0,1,0,"Geometry",1,0,"pentagon-area",1,0,"area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"Single-KC",1,0,"pentagon-area",1,0,"pentagon-area",3,0,3,1,0,"pentagon-area",1,0,20
"66",66,"All Data","Stu_0dc180ab4196c3c75b62bfc5e01e6ee2","Unit Area","PENTAGON",1,"1996-02-01 00:04:04","1996-02-01 00:06:14",130,0,0,2,3,1,3,0.667,1,0,1,0,"Geometry",1,0,"pentagon-area",1,0,"area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"Single-KC",1,0,"pentagon-area",1,0,"pentagon-area",3,0,26,1,0,"pentagon-area",1,0,20
"67",67,"All Data","Stu_0dc180ab4196c3c75b62bfc5e01e6ee2","Unit Area","PENTAGON_ABCDE",2,"1996-02-01 00:07:09","1996-02-01 00:08:13",64,0,0,0,3,1,3,0,3,0,1,0,"Geometry",1,0,"pentagon-area",1,0,"area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"Single-KC",1,0,"pentagon-area",1,0,"pentagon-area",3,0,3,1,0,"pentagon-area",1,0,20
"68",68,"All Data","Stu_0dc180ab4196c3c75b62bfc5e01e6ee2","Unit Area","PENTAGON",2,"1996-02-01 00:08:41","1996-02-01 00:09:35",54,0,0,2,3,1,3,0.667,1,0,1,0,"Geometry",1,0,"pentagon-area",1,0,"area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"Single-KC",1,0,"pentagon-area",1,0,"pentagon-area",3,0,26,1,0,"pentagon-area",1,0,20
"69",69,"All Data","Stu_0dc180ab4196c3c75b62bfc5e01e6ee2","Unit Area","CIRCLE_O",1,"1996-02-01 00:10:36","1996-02-01 00:14:37",241,0,0,3,12,1,12,0.25,9,0,1,0,"Geometry",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"area, circumference, diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",1,0,"Single-KC",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",12,0,12,3,0,"circle-area, circle-circumference, circle-diameter",3,0,3
"70",70,"All Data","Stu_0dc180ab4196c3c75b62bfc5e01e6ee2","Unit Area","LAWN_SPRINKLER",1,"1996-02-01 00:14:55","1996-02-01 00:14:55",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"circle-area",1,0,"area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"Single-KC",1,0,"circle-area",1,0,"circle-area",1,0,62,1,0,"circle-area",1,0,1
"71",71,"All Data","Stu_0dc180ab4196c3c75b62bfc5e01e6ee2","Unit Area","COVERING_POOL",1,"1996-02-01 00:15:33","1996-02-01 00:15:54",21,0,0,1,2,1,2,0.5,1,0,1,0,"Geometry",2,0,"circle-area, circle-diameter",2,0,"area, diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",1,0,"Single-KC",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,28,2,0,"circle-area, circle-diameter",2,0,4
"72",72,"All Data","Stu_0dc180ab4196c3c75b62bfc5e01e6ee2","Unit Area","DOG_ON_A_ROPE",1,"1996-02-01 00:16:01","1996-02-01 00:16:30",29,0,0,0,2,1,2,0,2,0,1,0,"Geometry",2,0,"circle-area, circle-circumference",2,0,"area, circumference",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",1,0,"Single-KC",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",2,0,9,2,0,"circle-area, circle-circumference",2,0,2
"73",73,"All Data","Stu_0dc180ab4196c3c75b62bfc5e01e6ee2","Unit Area","LAWN_SPRINKLER_2",1,"1996-02-01 00:17:00","1996-02-01 00:18:21",81,0,0,0,3,1,3,0,3,0,1,0,"Geometry",3,0,"circle-area, compose-by-addition, rectangle-area",2,0,"area, compose-by-addition",3,0,"circle-area, compose-by-addition, sq_rect-area",3,0,"circle-area, compose-by-addition, rectangle-area",3,0,"circle-area, compose-by-addition, rectangle-area",3,0,"circle-area, compose-by-addition, square-rect-area",3,0,"circle-area, compose-by-addition, square-rect-area",1,0,"Single-KC",3,0,"circle-area, compose-by-addition, rectangle-area",3,0,"circle-area, compose-by-addition, rectangle-area",3,0,48,3,0,"circle-area, compose-by-addition, square-rect-area",3,0,8
"74",74,"All Data","Stu_0dc180ab4196c3c75b62bfc5e01e6ee2","Unit Area","CIRCLE_DIAMETER",1,"1996-02-01 00:18:36","1996-02-01 00:19:19",43,0,0,0,3,1,3,0,3,0,1,0,"Geometry",3,0,"circle-circumference, circle-diameter, circle-pi",3,0,"area, circumference, diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",1,0,"Single-KC",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,37,3,0,"circle-area, circle-circumference, circle-diameter",3,0,3
"75",75,"All Data","Stu_0dc180ab4196c3c75b62bfc5e01e6ee2","Unit Area","CIRCLE_RADIUS",1,"1996-02-01 00:19:31","1996-02-01 00:19:49",18,0,0,0,3,1,3,0,3,0,1,0,"Geometry",3,0,"circle-circumference, circle-diameter, circle-pi",3,0,"area, circumference, diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",1,0,"Single-KC",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,39,3,0,"circle-area, circle-circumference, circle-diameter",3,0,3
"76",76,"All Data","Stu_0dc180ab4196c3c75b62bfc5e01e6ee2","Unit Area","CIRCLE_CIRCUMFERENCE",1,"1996-02-01 00:19:57","1996-02-01 00:20:11",14,0,0,1,3,1,3,0.333,2,0,1,0,"Geometry",3,0,"circle-circumference, circle-diameter, circle-pi",3,0,"area, circumference, diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",1,0,"Single-KC",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,16,3,0,"circle-area, circle-circumference, circle-diameter",3,0,3
"77",77,"All Data","Stu_0dc180ab4196c3c75b62bfc5e01e6ee2","Unit Area","CIRCLE_AREA",1,"1996-02-01 00:20:17","1996-02-01 00:20:38",21,0,0,1,3,1,3,0.333,2,0,1,0,"Geometry",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"area, circumference, diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",1,0,"Single-KC",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,58,3,0,"circle-area, circle-circumference, circle-diameter",3,0,3
"78",78,"All Data","Stu_0dc180ab4196c3c75b62bfc5e01e6ee2","Unit Area","COVERING_POOL",2,"1996-02-01 00:21:00","1996-02-01 00:21:08",8,0,0,0,2,1,2,0,2,0,1,0,"Geometry",2,0,"circle-area, circle-diameter",2,0,"area, diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",1,0,"Single-KC",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,28,2,0,"circle-area, circle-diameter",2,0,4
"79",79,"All Data","Stu_0dc180ab4196c3c75b62bfc5e01e6ee2","Unit Area","CIRCLE_DIAMETER",2,"1996-02-01 00:21:23","1996-02-01 00:21:33",10,0,0,0,3,1,3,0,3,0,1,0,"Geometry",3,0,"circle-circumference, circle-diameter, circle-pi",3,0,"area, circumference, diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",1,0,"Single-KC",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,37,3,0,"circle-area, circle-circumference, circle-diameter",3,0,3
"80",80,"All Data","Stu_0dc180ab4196c3c75b62bfc5e01e6ee2","Unit Area","TROGS",1,"1996-02-01 00:21:37","1996-02-01 00:25:46",249,0,0,2,12,1,12,0.167,10,0,1,0,"Geometry",4,0,"compose-by-addition, equi-tri-height?, square-area, triangle-area",3,0,"area, compose-by-addition, equi-tri-height?",4,0,"compose-by-addition, equi-tri-height?, sq_rect-area, triangle-area",4,0,"compose-by-addition, equi-tri-height?, square-area, triangle-area",4,0,"compose-by-addition, equi-tri-height?, square-area, triangle-area",4,0,"compose-by-addition, equi-tri-height?, square-rect-area, triangle-area",4,0,"compose-by-addition, equi-tri-height?, square-rect-area, triangle-area",1,0,"Single-KC",4,0,"compose-by-addition, equi-tri-height?, square-area, triangle-area",4,0,"compose-by-addition, equi-tri-height?, rectangle-area, triangle-area",12,0,4,4,0,"compose-by-addition, equi-tri-height?, square-rect-area, triangle-area",4,0,14
"81",81,"All Data","Stu_0dc180ab4196c3c75b62bfc5e01e6ee2","Unit Area","WATERING_VEGGIES",1,"1996-02-01 00:26:11","1996-02-01 00:26:32",21,0,0,0,3,1,3,0,3,0,1,0,"Geometry",3,0,"circle-area, compose-by-addition, square-area",2,0,"area, compose-by-addition",3,0,"circle-area, compose-by-addition, sq_rect-area",3,0,"circle-area, compose-by-addition, square-area",3,0,"circle-area, compose-by-addition, square-area",3,0,"circle-area, compose-by-addition, square-rect-area",3,0,"circle-area, compose-by-addition, square-rect-area",1,0,"Single-KC",3,0,"circle-area, compose-by-addition, square-area",3,0,"circle-area, compose-by-addition, rectangle-area",3,0,29,3,0,"circle-area, compose-by-addition, square-rect-area",3,0,8
"82",82,"All Data","Stu_0dc180ab4196c3c75b62bfc5e01e6ee2","Unit Area","POGS",1,"1996-02-01 00:26:44","1996-02-01 00:28:09",85,0,0,1,3,1,3,0.333,2,0,1,0,"Geometry",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"Single-KC",1,0,"compose-by-addition",1,0,"compose-by-addition",3,0,51,1,0,"compose-by-addition",1,0,11
"83",83,"All Data","Stu_11a1b913a4129bacb8b88a619fd09ae2","Unit Area","DOG_ON_A_ROPE",1,"1996-02-01 00:00:25","1996-02-01 00:01:46",81,0,0,1,2,1,2,0.5,1,0,1,0,"Geometry",2,0,"circle-area, circle-circumference",2,0,"area, circumference",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",1,0,"Single-KC",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",2,0,9,2,0,"circle-area, circle-circumference",2,0,2
"84",84,"All Data","Stu_11a1b913a4129bacb8b88a619fd09ae2","Unit Area","LAWN_SPRINKLER",1,"1996-02-01 00:02:05","1996-02-01 00:02:05",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"circle-area",1,0,"area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"Single-KC",1,0,"circle-area",1,0,"circle-area",1,0,62,1,0,"circle-area",1,0,0.999999999999998
"85",85,"All Data","Stu_11a1b913a4129bacb8b88a619fd09ae2","Unit Area","LAWN_SPRINKLER_2",1,"1996-02-01 00:02:12","1996-02-01 00:03:02",50,0,0,1,3,1,3,0.333,2,0,1,0,"Geometry",3,0,"circle-area, compose-by-addition, rectangle-area",2,0,"area, compose-by-addition",3,0,"circle-area, compose-by-addition, sq_rect-area",3,0,"circle-area, compose-by-addition, rectangle-area",3,0,"circle-area, compose-by-addition, rectangle-area",3,0,"circle-area, compose-by-addition, square-rect-area",3,0,"circle-area, compose-by-addition, square-rect-area",1,0,"Single-KC",3,0,"circle-area, compose-by-addition, rectangle-area",3,0,"circle-area, compose-by-addition, rectangle-area",3,0,48,3,0,"circle-area, compose-by-addition, square-rect-area",3,0,8
"86",86,"All Data","Stu_11a1b913a4129bacb8b88a619fd09ae2","Unit Area","LAWN_SPRINKLER",2,"1996-02-01 00:03:27","1996-02-01 00:03:27",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"circle-area",1,0,"area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"Single-KC",1,0,"circle-area",1,0,"circle-area",1,0,62,1,0,"circle-area",1,0,1
"87",87,"All Data","Stu_11a1b913a4129bacb8b88a619fd09ae2","Unit Area","TROGS",1,"1996-02-01 00:03:36","1996-02-01 00:10:11",395,0,0,5,12,1,12,0.417,7,0,1,0,"Geometry",4,0,"compose-by-addition, equi-tri-height?, square-area, triangle-area",3,0,"area, compose-by-addition, equi-tri-height?",4,0,"compose-by-addition, equi-tri-height?, sq_rect-area, triangle-area",4,0,"compose-by-addition, equi-tri-height?, square-area, triangle-area",4,0,"compose-by-addition, equi-tri-height?, square-area, triangle-area",4,0,"compose-by-addition, equi-tri-height?, square-rect-area, triangle-area",4,0,"compose-by-addition, equi-tri-height?, square-rect-area, triangle-area",1,0,"Single-KC",4,0,"compose-by-addition, equi-tri-height?, square-area, triangle-area",4,0,"compose-by-addition, equi-tri-height?, rectangle-area, triangle-area",12,0,4,4,0,"compose-by-addition, equi-tri-height?, square-rect-area, triangle-area",4,0,14
"88",88,"All Data","Stu_11a1b913a4129bacb8b88a619fd09ae2","Unit Area","WATERING_VEGGIES",1,"1996-02-01 00:10:26","1996-02-01 00:11:28",62,0,0,3,3,1,3,1,0,0,1,0,"Geometry",3,0,"circle-area, compose-by-addition, square-area",2,0,"area, compose-by-addition",3,0,"circle-area, compose-by-addition, sq_rect-area",3,0,"circle-area, compose-by-addition, square-area",3,0,"circle-area, compose-by-addition, square-area",3,0,"circle-area, compose-by-addition, square-rect-area",3,0,"circle-area, compose-by-addition, square-rect-area",1,0,"Single-KC",3,0,"circle-area, compose-by-addition, square-area",3,0,"circle-area, compose-by-addition, rectangle-area",3,0,29,3,0,"circle-area, compose-by-addition, square-rect-area",3,0,8
