Row	Sample	Anon Student Id	Problem Hierarchy	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	Step Duration (sec)	Correct Step Duration (sec)	Error Step Duration (sec)	First Attempt	Incorrects	Hints	Corrects	Condition	KC (Geometry)	Opportunity (Geometry)	Predicted Error Rate (Geometry)	KC (KRE_circle_area)	Opportunity (KRE_circle_area)	Predicted Error Rate (KRE_circle_area)	KC (Khushboo)	Opportunity (Khushboo)	Predicted Error Rate (Khushboo)	KC (MJB-SQRECT-Merge)	Opportunity (MJB-SQRECT-Merge)	Predicted Error Rate (MJB-SQRECT-Merge)	KC (MyKC)	Opportunity (MyKC)	Predicted Error Rate (MyKC)	KC (NNEWWW)	Opportunity (NNEWWW)	Predicted Error Rate (NNEWWW)	KC (New)	Opportunity (New)	Predicted Error Rate (New)	KC (NewModel)	Opportunity (NewModel)	Predicted Error Rate (NewModel)	KC (Single-KC)	Opportunity (Single-KC)	Predicted Error Rate (Single-KC)	KC (Textbook)	Opportunity (Textbook)	Predicted Error Rate (Textbook)	KC (Textbook-test)	Opportunity (Textbook-test)	Predicted Error Rate (Textbook-test)	KC (Unique-step)	Opportunity (Unique-step)	Predicted Error Rate (Unique-step)	KC (Zhulin_Textbook11_SquareRectMerge)	Opportunity (Zhulin_Textbook11_SquareRectMerge)	Predicted Error Rate (Zhulin_Textbook11_SquareRectMerge)	KC (new KC model name)	Opportunity (new KC model name)	Predicted Error Rate (new KC model name)
38	All Data	Stu_02ee1b3f31a6f6a7f4b8012298b2395e	Unit Area	TRAPEZOID_ABCD	2	(AREA QUESTION1)	1996-02-01 00:24:17	1996-02-01 00:24:17	1996-02-01 00:24:18	1996-02-01 00:24:18	1	.	1	incorrect	1	0	1	.	Geometry	38	0.4290	trapezoid-area	10	0.6428	area	32	0.4450	trapezoid-area	10	0.6412	trapezoid-area	10	0.6415	trapezoid-area	10	0.6415	trapezoid-area	10	0.6412	trapezoid-area	10	0.6412	Single-KC	38	0.4290	trapezoid-area	10	0.6415	trapezoid-area	10	0.6412	KC73	2	0.7136	trapezoid-area	10	0.6412	trapezoid-area	10	0.6419
39	All Data	Stu_02ee1b3f31a6f6a7f4b8012298b2395e	Unit Area	TRAPEZOID_ABCD	2	(LONGER-BASE QUESTION2)	1996-02-01 00:24:18	1996-02-01 00:25:26	1996-02-01 00:25:27	1996-02-01 00:25:27	69	.	69	incorrect	1	0	1	.	Geometry	39	0.4289	trapezoid-area	11	0.6215	area	33	0.4444	trapezoid-area	11	0.6199	trapezoid-area	11	0.6202	trapezoid-area	11	0.6202	trapezoid-area	11	0.6199	trapezoid-area	11	0.6199	Single-KC	39	0.4289	trapezoid-area	11	0.6202	trapezoid-area	11	0.6199	KC34	2	0.6860	trapezoid-area	11	0.6199	trapezoid-area	11	0.6200
40	All Data	Stu_02ee1b3f31a6f6a7f4b8012298b2395e	Unit Area	TRAPEZOID_ABCD	2	(HEIGHT QUESTION3)	1996-02-01 00:25:27	1996-02-01 00:25:33	1996-02-01 00:25:34	1996-02-01 00:25:34	7	.	7	incorrect	1	0	1	.	Geometry	40	0.4289	trapezoid-area	12	0.5998	area	34	0.4438	trapezoid-area	12	0.5981	trapezoid-area	12	0.5984	trapezoid-area	12	0.5984	trapezoid-area	12	0.5981	trapezoid-area	12	0.5981	Single-KC	40	0.4289	trapezoid-area	12	0.5984	trapezoid-area	12	0.5981	KC101	2	0.7538	trapezoid-area	12	0.5981	trapezoid-area	12	0.5976
41	All Data	Stu_02ee1b3f31a6f6a7f4b8012298b2395e	Unit Area	TRAPEZOID_AREA	3	(AREA QUESTION1)	1996-02-01 00:25:40	1996-02-01 00:25:40	1996-02-01 00:25:41	1996-02-01 00:25:41	1	.	1	incorrect	1	0	1	.	Geometry	41	0.4288	trapezoid-area	13	0.5776	area	35	0.4432	trapezoid-area	13	0.5760	trapezoid-area	13	0.5762	trapezoid-area	13	0.5762	trapezoid-area	13	0.5760	trapezoid-area	13	0.5760	Single-KC	41	0.4288	trapezoid-area	13	0.5762	trapezoid-area	13	0.5760	KC47	3	0.5165	trapezoid-area	13	0.5760	trapezoid-area	13	0.5747
42	All Data	Stu_02ee1b3f31a6f6a7f4b8012298b2395e	Unit Area	TRAPEZOID_HEIGHT	3	(HEIGHT QUESTION3)	1996-02-01 00:27:58	1996-02-01 00:27:58	1996-02-01 00:27:58	1996-02-01 00:27:58	0	0	.	correct	0	0	1	.	Geometry	42	0.4288	trapezoid-area	14	0.5551	area	36	0.4426	trapezoid-area	14	0.5535	trapezoid-area	14	0.5538	trapezoid-area	14	0.5538	trapezoid-area	14	0.5535	trapezoid-area	14	0.5535	Single-KC	42	0.4288	trapezoid-area	14	0.5538	trapezoid-area	14	0.5535	KC23	3	0.5588	trapezoid-area	14	0.5535	trapezoid-area	14	0.5516
43	All Data	Stu_02ee1b3f31a6f6a7f4b8012298b2395e	Unit Area	TRAPEZOID_ABCD	3	(AREA QUESTION1)	1996-02-01 00:28:06	1996-02-01 00:28:06	1996-02-01 00:28:07	1996-02-01 00:28:07	1	.	1	incorrect	1	0	1	.	Geometry	43	0.4287	trapezoid-area	15	0.5324	area	37	0.4420	trapezoid-area	15	0.5308	trapezoid-area	15	0.5311	trapezoid-area	15	0.5311	trapezoid-area	15	0.5308	trapezoid-area	15	0.5308	Single-KC	43	0.4287	trapezoid-area	15	0.5311	trapezoid-area	15	0.5308	KC73	3	0.4950	trapezoid-area	15	0.5308	trapezoid-area	15	0.5282
44	All Data	Stu_02ee1b3f31a6f6a7f4b8012298b2395e	Unit Area	TRAPEZOID_ABCD	3	(LONGER-BASE QUESTION2)	1996-02-01 00:28:07	1996-02-01 00:28:52	1996-02-01 00:28:53	1996-02-01 00:28:53	46	.	46	incorrect	1	0	1	.	Geometry	44	0.4286	trapezoid-area	16	0.5096	area	38	0.4415	trapezoid-area	16	0.5080	trapezoid-area	16	0.5082	trapezoid-area	16	0.5082	trapezoid-area	16	0.5080	trapezoid-area	16	0.5080	Single-KC	44	0.4286	trapezoid-area	16	0.5082	trapezoid-area	16	0.5080	KC34	3	0.4995	trapezoid-area	16	0.5080	trapezoid-area	16	0.5046
45	All Data	Stu_02ee1b3f31a6f6a7f4b8012298b2395e	Unit Area	TRAPEZOID_ABCD	3	(HEIGHT QUESTION3)	1996-02-01 00:28:53	1996-02-01 00:28:57	1996-02-01 00:28:58	1996-02-01 00:28:58	5	.	5	incorrect	1	0	1	.	Geometry	45	0.4286	trapezoid-area	17	0.4867	area	39	0.4409	trapezoid-area	17	0.4852	trapezoid-area	17	0.4854	trapezoid-area	17	0.4854	trapezoid-area	17	0.4852	trapezoid-area	17	0.4852	Single-KC	45	0.4286	trapezoid-area	17	0.4854	trapezoid-area	17	0.4852	KC101	3	0.6936	trapezoid-area	17	0.4852	trapezoid-area	17	0.4811
46	All Data	Stu_02ee1b3f31a6f6a7f4b8012298b2395e	Unit Area	TRAPEZOID_AREA	4	(AREA QUESTION1)	1996-02-01 00:29:03	1996-02-01 00:29:03	1996-02-01 00:29:03	1996-02-01 00:29:03	0	0	.	correct	0	0	1	.	Geometry	46	0.4285	trapezoid-area	18	0.4639	area	40	0.4403	trapezoid-area	18	0.4624	trapezoid-area	18	0.4626	trapezoid-area	18	0.4626	trapezoid-area	18	0.4624	trapezoid-area	18	0.4624	Single-KC	46	0.4285	trapezoid-area	18	0.4626	trapezoid-area	18	0.4624	KC47	4	0.4123	trapezoid-area	18	0.4624	trapezoid-area	18	0.4576
47	All Data	Stu_02ee1b3f31a6f6a7f4b8012298b2395e	Unit Area	TRAPEZOID_HEIGHT	4	(HEIGHT QUESTION3)	1996-02-01 00:29:37	1996-02-01 00:29:37	1996-02-01 00:29:38	1996-02-01 00:29:38	1	.	1	incorrect	1	0	1	.	Geometry	47	0.4285	trapezoid-area	19	0.4412	area	41	0.4397	trapezoid-area	19	0.4398	trapezoid-area	19	0.4399	trapezoid-area	19	0.4399	trapezoid-area	19	0.4398	trapezoid-area	19	0.4398	Single-KC	47	0.4285	trapezoid-area	19	0.4399	trapezoid-area	19	0.4398	KC23	4	0.3942	trapezoid-area	19	0.4398	trapezoid-area	19	0.4344
48	All Data	Stu_02ee1b3f31a6f6a7f4b8012298b2395e	Unit Area	TRAPEZOID_BASE	3	(LONGER-BASE QUESTION2)	1996-02-01 00:29:51	1996-02-01 00:29:51	1996-02-01 00:29:52	1996-02-01 00:29:52	1	.	1	incorrect	1	0	1	.	Geometry	48	0.4284	trapezoid-area	20	0.4187	area	42	0.4391	trapezoid-area	20	0.4174	trapezoid-area	20	0.4175	trapezoid-area	20	0.4175	trapezoid-area	20	0.4174	trapezoid-area	20	0.4174	Single-KC	48	0.4284	trapezoid-area	20	0.4175	trapezoid-area	20	0.4174	KC102	3	0.5798	trapezoid-area	20	0.4174	trapezoid-area	20	0.4114
49	All Data	Stu_02ee1b3f31a6f6a7f4b8012298b2395e	Unit Area	TRAPEZOID_ABCD	4	(AREA QUESTION1)	1996-02-01 00:29:57	1996-02-01 00:29:57	1996-02-01 00:29:57	1996-02-01 00:29:57	0	0	.	correct	0	0	1	.	Geometry	49	0.4284	trapezoid-area	21	0.3966	area	43	0.4385	trapezoid-area	21	0.3954	trapezoid-area	21	0.3954	trapezoid-area	21	0.3954	trapezoid-area	21	0.3954	trapezoid-area	21	0.3954	Single-KC	49	0.4284	trapezoid-area	21	0.3954	trapezoid-area	21	0.3954	KC73	4	0.2783	trapezoid-area	21	0.3954	trapezoid-area	21	0.3888
50	All Data	Stu_02ee1b3f31a6f6a7f4b8012298b2395e	Unit Area	TRAPEZOID_ABCD	4	(LONGER-BASE QUESTION2)	1996-02-01 00:29:57	1996-02-01 00:30:51	1996-02-01 00:30:51	1996-02-01 00:30:51	54	54	.	correct	0	0	1	.	Geometry	50	0.4283	trapezoid-area	22	0.3750	area	44	0.4379	trapezoid-area	22	0.3738	trapezoid-area	22	0.3738	trapezoid-area	22	0.3738	trapezoid-area	22	0.3738	trapezoid-area	22	0.3738	Single-KC	50	0.4283	trapezoid-area	22	0.3738	trapezoid-area	22	0.3738	KC34	4	0.3132	trapezoid-area	22	0.3738	trapezoid-area	22	0.3666
51	All Data	Stu_02ee1b3f31a6f6a7f4b8012298b2395e	Unit Area	TRAPEZOID_ABCD	4	(HEIGHT QUESTION3)	1996-02-01 00:30:51	1996-02-01 00:30:55	1996-02-01 00:30:55	1996-02-01 00:30:55	4	4	.	correct	0	0	1	.	Geometry	51	0.4283	trapezoid-area	23	0.3538	area	45	0.4373	trapezoid-area	23	0.3526	trapezoid-area	23	0.3526	trapezoid-area	23	0.3526	trapezoid-area	23	0.3526	trapezoid-area	23	0.3526	Single-KC	51	0.4283	trapezoid-area	23	0.3526	trapezoid-area	23	0.3526	KC101	4	0.6260	trapezoid-area	23	0.3526	trapezoid-area	23	0.3450
52	All Data	Stu_02ee1b3f31a6f6a7f4b8012298b2395e	Unit Area	TRAPEZOID_AREA	5	(AREA QUESTION1)	1996-02-01 00:31:01	1996-02-01 00:31:01	1996-02-01 00:31:01	1996-02-01 00:31:01	0	0	.	correct	0	0	1	.	Geometry	52	0.4282	trapezoid-area	24	0.3331	area	46	0.4367	trapezoid-area	24	0.3321	trapezoid-area	24	0.3321	trapezoid-area	24	0.3321	trapezoid-area	24	0.3321	trapezoid-area	24	0.3321	Single-KC	52	0.4282	trapezoid-area	24	0.3321	trapezoid-area	24	0.3321	KC47	5	0.3154	trapezoid-area	24	0.3321	trapezoid-area	24	0.3241
53	All Data	Stu_02ee1b3f31a6f6a7f4b8012298b2395e	Unit Area	TRAPEZOID_HEIGHT	5	(HEIGHT QUESTION3)	1996-02-01 00:31:36	1996-02-01 00:31:36	1996-02-01 00:31:36	1996-02-01 00:31:36	0	0	.	correct	0	0	1	.	Geometry	53	0.4282	trapezoid-area	25	0.3131	area	47	0.4361	trapezoid-area	25	0.3121	trapezoid-area	25	0.3121	trapezoid-area	25	0.3121	trapezoid-area	25	0.3121	trapezoid-area	25	0.3121	Single-KC	53	0.4282	trapezoid-area	25	0.3121	trapezoid-area	25	0.3121	KC23	5	0.2505	trapezoid-area	25	0.3121	trapezoid-area	25	0.3038
54	All Data	Stu_02ee1b3f31a6f6a7f4b8012298b2395e	Unit Area	TRAPEZOID_BASE	4	(LONGER-BASE QUESTION2)	1996-02-01 00:31:40	1996-02-01 00:31:40	1996-02-01 00:31:41	1996-02-01 00:31:41	1	.	1	incorrect	1	0	1	.	Geometry	54	0.4281	trapezoid-area	26	0.2938	area	48	0.4355	trapezoid-area	26	0.2928	trapezoid-area	26	0.2928	trapezoid-area	26	0.2928	trapezoid-area	26	0.2928	trapezoid-area	26	0.2928	Single-KC	54	0.4281	trapezoid-area	26	0.2928	trapezoid-area	26	0.2928	KC102	4	0.5075	trapezoid-area	26	0.2928	trapezoid-area	26	0.2842
55	All Data	Stu_02ee1b3f31a6f6a7f4b8012298b2395e	Unit Area	TRAPEZOID_HEIGHT	6	(HEIGHT QUESTION3)	1996-02-01 00:31:44	1996-02-01 00:31:44	1996-02-01 00:31:44	1996-02-01 00:31:44	0	0	.	correct	0	0	1	.	Geometry	55	0.4281	trapezoid-area	27	0.2751	area	49	0.4349	trapezoid-area	27	0.2743	trapezoid-area	27	0.2742	trapezoid-area	27	0.2742	trapezoid-area	27	0.2743	trapezoid-area	27	0.2743	Single-KC	55	0.4281	trapezoid-area	27	0.2742	trapezoid-area	27	0.2743	KC23	6	0.1465	trapezoid-area	27	0.2743	trapezoid-area	27	0.2655
56	All Data	Stu_02ee1b3f31a6f6a7f4b8012298b2395e	Unit Area	TRAPEZOID_BASE	5	(LONGER-BASE QUESTION2)	1996-02-01 00:33:35	1996-02-01 00:33:35	1996-02-01 00:33:35	1996-02-01 00:33:50	15	15	.	correct	0	0	5	.	Geometry	56	0.4280	trapezoid-area	28	0.2573	area	50	0.4343	trapezoid-area	28	0.2565	trapezoid-area	28	0.2564	trapezoid-area	28	0.2564	trapezoid-area	28	0.2565	trapezoid-area	28	0.2565	Single-KC	56	0.4280	trapezoid-area	28	0.2564	trapezoid-area	28	0.2565	KC102	5	0.4349	trapezoid-area	28	0.2565	trapezoid-area	28	0.2475
57	All Data	Stu_02ee1b3f31a6f6a7f4b8012298b2395e	Unit Area	TRIANGLE_ABC	1	(AREA QUESTION1)	1996-02-01 00:33:53	1996-02-01 00:33:53	1996-02-01 00:33:53	1996-02-01 00:33:53	0	0	.	correct	0	0	1	.	Geometry	57	0.4279	triangle-area	1	0.4897	area	51	0.4338	triangle-area	1	0.4880	triangle-area	1	0.4881	triangle-area	1	0.4881	triangle-area	1	0.4880	triangle-area	1	0.4880	Single-KC	57	0.4279	triangle-area	1	0.4881	triangle-area	1	0.4880	KC89	1	0.3915	triangle-area	1	0.4880	triangle-area	1	0.4844
58	All Data	Stu_02ee1b3f31a6f6a7f4b8012298b2395e	Unit Area	TRIANGLE_ABC	1	(HEIGHT QUESTION2)	1996-02-01 00:33:53	1996-02-01 00:34:14	1996-02-01 00:34:15	1996-02-01 00:34:15	22	.	22	incorrect	1	0	1	.	Geometry	58	0.4279	triangle-area	2	0.4828	area	52	0.4332	triangle-area	2	0.4811	triangle-area	2	0.4812	triangle-area	2	0.4812	triangle-area	2	0.4811	triangle-area	2	0.4811	Single-KC	58	0.4279	triangle-area	2	0.4812	triangle-area	2	0.4811	KC3	1	0.7295	triangle-area	2	0.4811	triangle-area	2	0.4775
59	All Data	Stu_02ee1b3f31a6f6a7f4b8012298b2395e	Unit Area	TRIANGLE_ABC	1	(BASE QUESTION3)	1996-02-01 00:34:15	1996-02-01 00:34:28	1996-02-01 00:34:28	1996-02-01 00:34:28	13	13	.	correct	0	0	1	.	Geometry	59	0.4278	triangle-area	3	0.4759	area	53	0.4326	triangle-area	3	0.4741	triangle-area	3	0.4743	triangle-area	3	0.4743	triangle-area	3	0.4741	triangle-area	3	0.4741	Single-KC	59	0.4278	triangle-area	3	0.4743	triangle-area	3	0.4741	KC98	1	0.3459	triangle-area	3	0.4741	triangle-area	3	0.4706
60	All Data	Stu_02ee1b3f31a6f6a7f4b8012298b2395e	Unit Area	TRIANGLE_TRIANGLE	1	(AREA QUESTION1)	1996-02-01 00:34:56	1996-02-01 00:34:56	1996-02-01 00:34:57	1996-02-01 00:34:57	1	.	1	incorrect	1	0	1	.	Geometry	60	0.4278	triangle-area	4	0.4690	area	54	0.4320	triangle-area	4	0.4672	triangle-area	4	0.4675	triangle-area	4	0.4675	triangle-area	4	0.4672	triangle-area	4	0.4672	Single-KC	60	0.4278	triangle-area	4	0.4675	triangle-area	4	0.4672	KC48	1	0.6703	triangle-area	4	0.4672	triangle-area	4	0.4637
61	All Data	Stu_02ee1b3f31a6f6a7f4b8012298b2395e	Unit Area	TRIANGLE_RECTANGLE	1	(BASE QUESTION1)	1996-02-01 00:35:09	1996-02-01 00:35:09	1996-02-01 00:35:10	1996-02-01 00:35:10	1	.	1	incorrect	1	0	1	.	Geometry	61	0.4277	compose-by-multiplication	1	0.5946	compose-by-multiplication	1	0.5806	compose-by-multiplication	1	0.5926	compose-by-multiplication	1	0.5929	compose-by-multiplication	1	0.5929	compose-by-multiplication	1	0.5926	compose-by-multiplication	1	0.5926	Single-KC	61	0.4277	compose-by-multiplication	1	0.5929	compose-by-multiplication	1	0.5926	KC42	1	0.8549	compose-by-multiplication	1	0.5926	compose-by-multiplication	1	0.5893
62	All Data	Stu_02ee1b3f31a6f6a7f4b8012298b2395e	Unit Area	TRIANGLE_RECTANGLE	1	(AREA QUESTION1)	1996-02-01 00:35:10	1996-02-01 00:35:29	1996-02-01 00:35:30	1996-02-01 00:35:30	20	.	20	incorrect	1	0	1	.	Geometry	62	0.4277	triangle-area	5	0.4621	area	55	0.4314	triangle-area	5	0.4603	triangle-area	5	0.4606	triangle-area	5	0.4606	triangle-area	5	0.4603	triangle-area	5	0.4603	Single-KC	62	0.4277	triangle-area	5	0.4606	triangle-area	5	0.4603	KC110	1	0.6791	triangle-area	5	0.4603	triangle-area	5	0.4568
63	All Data	Stu_02ee1b3f31a6f6a7f4b8012298b2395e	Unit Area	DESIGNING_A_QUILT	1	(AREA QUESTION1)	1996-02-01 00:36:03	1996-02-01 00:36:03	1996-02-01 00:36:03	1996-02-01 00:36:03	0	0	.	correct	0	0	1	.	Geometry	63	0.4276	triangle-area	6	0.4553	area	56	0.4308	triangle-area	6	0.4535	triangle-area	6	0.4538	triangle-area	6	0.4538	triangle-area	6	0.4535	triangle-area	6	0.4535	Single-KC	63	0.4276	triangle-area	6	0.4538	triangle-area	6	0.4535	KC68	1	0.4034	triangle-area	6	0.4535	triangle-area	6	0.4499
64	All Data	Stu_02ee1b3f31a6f6a7f4b8012298b2395e	Unit Area	DESIGNING_A_QUILT	1	(WHITE-AREA QUESTION1)	1996-02-01 00:36:03	1996-02-01 00:37:03	1996-02-01 00:37:04	1996-02-01 00:37:04	61	.	61	incorrect	1	0	1	.	Geometry	64	0.4276	compose-by-multiplication	2	0.5668	compose-by-multiplication	2	0.5536	compose-by-multiplication	2	0.5648	compose-by-multiplication	2	0.5651	compose-by-multiplication	2	0.5651	compose-by-multiplication	2	0.5648	compose-by-multiplication	2	0.5648	Single-KC	64	0.4276	compose-by-multiplication	2	0.5651	compose-by-multiplication	2	0.5648	KC66	1	0.7594	compose-by-multiplication	2	0.5648	compose-by-multiplication	2	0.5613
65	All Data	Stu_02ee1b3f31a6f6a7f4b8012298b2395e	Unit Area	DESIGNING_A_QUILT	1	(GREEN-AREA QUESTION1)	1996-02-01 00:37:04	1996-02-01 00:37:26	1996-02-01 00:37:26	1996-02-01 00:37:26	22	22	.	correct	0	0	1	.	Geometry	65	0.4275	compose-by-multiplication	3	0.5386	compose-by-multiplication	3	0.5263	compose-by-multiplication	3	0.5365	compose-by-multiplication	3	0.5369	compose-by-multiplication	3	0.5369	compose-by-multiplication	3	0.5365	compose-by-multiplication	3	0.5365	Single-KC	65	0.4275	compose-by-multiplication	3	0.5369	compose-by-multiplication	3	0.5365	KC122	1	0.5930	compose-by-multiplication	3	0.5365	compose-by-multiplication	3	0.5330
66	All Data	Stu_02ee1b3f31a6f6a7f4b8012298b2395e	Unit Area	DESIGNING_A_QUILT	1	(PURPLE-AREA QUESTION1)	1996-02-01 00:37:26	1996-02-01 00:37:58	1996-02-01 00:37:58	1996-02-01 00:37:58	32	32	.	correct	0	0	1	.	Geometry	66	0.4275	compose-by-multiplication	4	0.5101	compose-by-multiplication	4	0.4989	compose-by-multiplication	4	0.5081	compose-by-multiplication	4	0.5084	compose-by-multiplication	4	0.5084	compose-by-multiplication	4	0.5081	compose-by-multiplication	4	0.5081	Single-KC	66	0.4275	compose-by-multiplication	4	0.5084	compose-by-multiplication	4	0.5081	KC88	1	0.2613	compose-by-multiplication	4	0.5081	compose-by-multiplication	4	0.5044
67	All Data	Stu_02ee1b3f31a6f6a7f4b8012298b2395e	Unit Area	DESIGNING_A_QUILT	1	(AREA QUESTION2)	1996-02-01 00:37:58	1996-02-01 00:38:16	1996-02-01 00:38:17	1996-02-01 00:38:17	19	.	19	incorrect	1	0	1	.	Geometry	67	0.4274	triangle-area	7	0.4484	area	57	0.4302	triangle-area	7	0.4466	triangle-area	7	0.4470	triangle-area	7	0.4470	triangle-area	7	0.4466	triangle-area	7	0.4466	Single-KC	67	0.4274	triangle-area	7	0.4470	triangle-area	7	0.4466	KC40	1	0.4512	triangle-area	7	0.4466	triangle-area	7	0.4431
68	All Data	Stu_02ee1b3f31a6f6a7f4b8012298b2395e	Unit Area	DESIGNING_A_QUILT	1	(WHITE-AREA QUESTION2)	1996-02-01 00:38:17	1996-02-01 00:38:23	1996-02-01 00:38:23	1996-02-01 00:38:23	6	6	.	correct	0	0	1	.	Geometry	68	0.4273	compose-by-multiplication	5	0.4816	compose-by-multiplication	5	0.4714	compose-by-multiplication	5	0.4795	compose-by-multiplication	5	0.4799	compose-by-multiplication	5	0.4799	compose-by-multiplication	5	0.4795	compose-by-multiplication	5	0.4795	Single-KC	68	0.4273	compose-by-multiplication	5	0.4799	compose-by-multiplication	5	0.4795	KC105	1	0.3942	compose-by-multiplication	5	0.4795	compose-by-multiplication	5	0.4759
69	All Data	Stu_02ee1b3f31a6f6a7f4b8012298b2395e	Unit Area	DESIGNING_A_QUILT	1	(GREEN-AREA QUESTION2)	1996-02-01 00:38:23	1996-02-01 00:38:45	1996-02-01 00:38:45	1996-02-01 00:38:45	22	22	.	correct	0	0	1	.	Geometry	69	0.4273	compose-by-multiplication	6	0.4532	compose-by-multiplication	6	0.4441	compose-by-multiplication	6	0.4511	compose-by-multiplication	6	0.4516	compose-by-multiplication	6	0.4516	compose-by-multiplication	6	0.4511	compose-by-multiplication	6	0.4511	Single-KC	69	0.4273	compose-by-multiplication	6	0.4516	compose-by-multiplication	6	0.4511	KC56	1	0.3942	compose-by-multiplication	6	0.4511	compose-by-multiplication	6	0.4474
70	All Data	Stu_02ee1b3f31a6f6a7f4b8012298b2395e	Unit Area	DESIGNING_A_QUILT	1	(PURPLE-AREA QUESTION2)	1996-02-01 00:38:45	1996-02-01 00:38:57	1996-02-01 00:38:57	1996-02-01 00:38:57	12	12	.	correct	0	0	1	.	Geometry	70	0.4272	compose-by-multiplication	7	0.4251	compose-by-multiplication	7	0.4172	compose-by-multiplication	7	0.4230	compose-by-multiplication	7	0.4235	compose-by-multiplication	7	0.4235	compose-by-multiplication	7	0.4230	compose-by-multiplication	7	0.4230	Single-KC	70	0.4272	compose-by-multiplication	7	0.4235	compose-by-multiplication	7	0.4230	KC6	1	0.1836	compose-by-multiplication	7	0.4230	compose-by-multiplication	7	0.4193
71	All Data	Stu_02ee1b3f31a6f6a7f4b8012298b2395e	Unit Area	DESIGNING_A_QUILT	1	(AREA QUESTION3)	1996-02-01 00:38:57	1996-02-01 00:39:09	1996-02-01 00:39:09	1996-02-01 00:39:09	12	12	.	correct	0	0	1	.	Geometry	71	0.4272	triangle-area	8	0.4416	area	58	0.4296	triangle-area	8	0.4398	triangle-area	8	0.4402	triangle-area	8	0.4402	triangle-area	8	0.4398	triangle-area	8	0.4398	Single-KC	71	0.4272	triangle-area	8	0.4402	triangle-area	8	0.4398	KC115	1	0.2995	triangle-area	8	0.4398	triangle-area	8	0.4363
72	All Data	Stu_02ee1b3f31a6f6a7f4b8012298b2395e	Unit Area	DESIGNING_A_QUILT	1	(WHITE-AREA QUESTION3)	1996-02-01 00:39:09	1996-02-01 00:39:16	1996-02-01 00:39:17	1996-02-01 00:39:17	8	.	8	incorrect	1	0	1	.	Geometry	72	0.4271	compose-by-multiplication	8	0.3974	compose-by-multiplication	8	0.3907	compose-by-multiplication	8	0.3954	compose-by-multiplication	8	0.3959	compose-by-multiplication	8	0.3959	compose-by-multiplication	8	0.3954	compose-by-multiplication	8	0.3954	Single-KC	72	0.4271	compose-by-multiplication	8	0.3959	compose-by-multiplication	8	0.3954	KC109	1	0.3942	compose-by-multiplication	8	0.3954	compose-by-multiplication	8	0.3918
73	All Data	Stu_02ee1b3f31a6f6a7f4b8012298b2395e	Unit Area	DESIGNING_A_QUILT	1	(GREEN-AREA QUESTION3)	1996-02-01 00:39:17	1996-02-01 00:39:21	1996-02-01 00:39:21	1996-02-01 00:39:21	4	4	.	correct	0	0	1	.	Geometry	73	0.4271	compose-by-multiplication	9	0.3704	compose-by-multiplication	9	0.3649	compose-by-multiplication	9	0.3685	compose-by-multiplication	9	0.3690	compose-by-multiplication	9	0.3690	compose-by-multiplication	9	0.3685	compose-by-multiplication	9	0.3685	Single-KC	73	0.4271	compose-by-multiplication	9	0.3690	compose-by-multiplication	9	0.3685	KC121	1	0.3942	compose-by-multiplication	9	0.3685	compose-by-multiplication	9	0.3649
74	All Data	Stu_02ee1b3f31a6f6a7f4b8012298b2395e	Unit Area	DESIGNING_A_QUILT	1	(PURPLE-AREA QUESTION3)	1996-02-01 00:39:21	1996-02-01 00:39:37	1996-02-01 00:39:37	1996-02-01 00:39:37	16	16	.	correct	0	0	1	.	Geometry	74	0.4270	compose-by-multiplication	10	0.3442	compose-by-multiplication	10	0.3398	compose-by-multiplication	10	0.3423	compose-by-multiplication	10	0.3429	compose-by-multiplication	10	0.3429	compose-by-multiplication	10	0.3423	compose-by-multiplication	10	0.3423	Single-KC	74	0.4270	compose-by-multiplication	10	0.3429	compose-by-multiplication	10	0.3423	KC99	1	0.0000	compose-by-multiplication	10	0.3423	compose-by-multiplication	10	0.3388
75	All Data	Stu_02ee1b3f31a6f6a7f4b8012298b2395e	Unit Area	PENTAGON_ABCDE	1	(AREA QUESTION1)	1996-02-01 00:39:40	1996-02-01 00:39:40	1996-02-01 00:39:41	1996-02-01 00:39:41	1	.	1	incorrect	1	0	1	.	Geometry	75	0.4270	pentagon-area	1	0.7884	area	59	0.4290	pentagon-area	1	0.7870	pentagon-area	1	0.7872	pentagon-area	1	0.7872	pentagon-area	1	0.7870	pentagon-area	1	0.7870	Single-KC	75	0.4270	pentagon-area	1	0.7872	pentagon-area	1	0.7870	KC112	1	0.8329	pentagon-area	1	0.7870	pentagon-area	1	0.7849
76	All Data	Stu_02ee1b3f31a6f6a7f4b8012298b2395e	Unit Area	PENTAGON_ABCDE	1	(APOTHEM QUESTION2)	1996-02-01 00:39:41	1996-02-01 00:39:54	1996-02-01 00:39:54	1996-02-01 00:39:54	13	13	.	correct	0	0	1	.	Geometry	76	0.4269	pentagon-area	2	0.7695	area	60	0.4285	pentagon-area	2	0.7680	pentagon-area	2	0.7683	pentagon-area	2	0.7683	pentagon-area	2	0.7680	pentagon-area	2	0.7680	Single-KC	76	0.4269	pentagon-area	2	0.7683	pentagon-area	2	0.7680	KC25	1	0.8196	pentagon-area	2	0.7680	pentagon-area	2	0.7657
