"","Row","Sample","Anon Student Id","Problem Hierarchy","Problem Name","Problem View","Step Name","Step Start Time","First Transaction Time","Correct Transaction Time","Step End Time","Step Duration (sec)","Correct Step Duration (sec)","Error Step Duration (sec)","First Attempt","Incorrects","Hints","Corrects","Condition","KC (Geometry)","Opportunity (Geometry)","Predicted Error Rate (Geometry)","KC (KRE_circle_area)","Opportunity (KRE_circle_area)","Predicted Error Rate (KRE_circle_area)","KC (Khushboo)","Opportunity (Khushboo)","Predicted Error Rate (Khushboo)","KC (MJB-SQRECT-Merge)","Opportunity (MJB-SQRECT-Merge)","Predicted Error Rate (MJB-SQRECT-Merge)","KC (MyKC)","Opportunity (MyKC)","Predicted Error Rate (MyKC)","KC (NNEWWW)","Opportunity (NNEWWW)","Predicted Error Rate (NNEWWW)","KC (New)","Opportunity (New)","Predicted Error Rate (New)","KC (NewModel)","Opportunity (NewModel)","Predicted Error Rate (NewModel)","KC (Single-KC)","Opportunity (Single-KC)","Predicted Error Rate (Single-KC)","KC (Textbook)","Opportunity (Textbook)","Predicted Error Rate (Textbook)","KC (Textbook-test)","Opportunity (Textbook-test)","Predicted Error Rate (Textbook-test)","KC (Unique-step)","Opportunity (Unique-step)","Predicted Error Rate (Unique-step)","KC (Zhulin_Textbook11_SquareRectMerge)","Opportunity (Zhulin_Textbook11_SquareRectMerge)","Predicted Error Rate (Zhulin_Textbook11_SquareRectMerge)","KC (new KC model name)","Opportunity (new KC model name)","Predicted Error Rate (new KC model name)"
"36",36,"All Data","Stu_02ee1b3f31a6f6a7f4b8012298b2395e","Unit Area","TRAPEZOID_HEIGHT",2,"(HEIGHT QUESTION3)","1996-02-01 00:20:06","1996-02-01 00:20:06","1996-02-01 00:20:06","1996-02-01 00:20:06",0,0,43.8124610575359,"correct",0,0,1,0,"Geometry",36,0.4291,"trapezoid-area",8,0.6837,"area",30,0.4462,"trapezoid-area",8,0.6821,"trapezoid-area",8,0.6824,"trapezoid-area",8,0.6824,"trapezoid-area",8,0.6821,"trapezoid-area",8,0.6821,"Single-KC",36,0.4291,"trapezoid-area",8,0.6824,"trapezoid-area",8,0.6821,49,2,0.7115,"trapezoid-area",8,0.6821,10,8,0.684
"37",37,"All Data","Stu_02ee1b3f31a6f6a7f4b8012298b2395e","Unit Area","TRAPEZOID_BASE",2,"(LONGER-BASE QUESTION2)","1996-02-01 00:21:49","1996-02-01 00:21:49","1996-02-01 00:21:49","1996-02-01 00:21:49",0,1.77635683940025e-15,-14.0045735957212,"correct",0,0,1,0,"Geometry",37,0.429,"trapezoid-area",9,0.6635,"area",31,0.4456,"trapezoid-area",9,0.6619,"trapezoid-area",9,0.6622,"trapezoid-area",9,0.6622,"trapezoid-area",9,0.6619,"trapezoid-area",9,0.6619,"Single-KC",37,0.429,"trapezoid-area",9,0.6622,"trapezoid-area",9,0.6619,5,2,0.6489,"trapezoid-area",9,0.6619,10,9,0.6633
"38",38,"All Data","Stu_02ee1b3f31a6f6a7f4b8012298b2395e","Unit Area","TRAPEZOID_ABCD",2,"(AREA QUESTION1)","1996-02-01 00:24:17","1996-02-01 00:24:17","1996-02-01 00:24:18","1996-02-01 00:24:18",1,-3.71818980804388,1.00000000000006,"incorrect",1,0,1,0,"Geometry",38,0.429,"trapezoid-area",10,0.6428,"area",32,0.445,"trapezoid-area",10,0.6412,"trapezoid-area",10,0.6415,"trapezoid-area",10,0.6415,"trapezoid-area",10,0.6412,"trapezoid-area",10,0.6412,"Single-KC",38,0.429,"trapezoid-area",10,0.6415,"trapezoid-area",10,0.6412,104,2,0.7136,"trapezoid-area",10,0.6412,10,10,0.6419
"39",39,"All Data","Stu_02ee1b3f31a6f6a7f4b8012298b2395e","Unit Area","TRAPEZOID_ABCD",2,"(LONGER-BASE QUESTION2)","1996-02-01 00:24:18","1996-02-01 00:25:26","1996-02-01 00:25:27","1996-02-01 00:25:27",69,-6.10539459497391,69,"incorrect",1,0,1,0,"Geometry",39,0.4289,"trapezoid-area",11,0.6215,"area",33,0.4444,"trapezoid-area",11,0.6199,"trapezoid-area",11,0.6202,"trapezoid-area",11,0.6202,"trapezoid-area",11,0.6199,"trapezoid-area",11,0.6199,"Single-KC",39,0.4289,"trapezoid-area",11,0.6202,"trapezoid-area",11,0.6199,61,2,0.686,"trapezoid-area",11,0.6199,10,11,0.62
"40",40,"All Data","Stu_02ee1b3f31a6f6a7f4b8012298b2395e","Unit Area","TRAPEZOID_ABCD",2,"(HEIGHT QUESTION3)","1996-02-01 00:25:27","1996-02-01 00:25:33","1996-02-01 00:25:34","1996-02-01 00:25:34",7,-6.63350447788201,7,"incorrect",1,0,1,0,"Geometry",40,0.4289,"trapezoid-area",12,0.5998,"area",34,0.4438,"trapezoid-area",12,0.5981,"trapezoid-area",12,0.5984,"trapezoid-area",12,0.5984,"trapezoid-area",12,0.5981,"trapezoid-area",12,0.5981,"Single-KC",40,0.4289,"trapezoid-area",12,0.5984,"trapezoid-area",12,0.5981,4,2,0.7538,"trapezoid-area",12,0.5981,10,12,0.5976
"41",41,"All Data","Stu_02ee1b3f31a6f6a7f4b8012298b2395e","Unit Area","TRAPEZOID_AREA",3,"(AREA QUESTION1)","1996-02-01 00:25:40","1996-02-01 00:25:40","1996-02-01 00:25:41","1996-02-01 00:25:41",1,-4.77440957386007,1,"incorrect",1,0,1,0,"Geometry",41,0.4288,"trapezoid-area",13,0.5776,"area",35,0.4432,"trapezoid-area",13,0.576,"trapezoid-area",13,0.5762,"trapezoid-area",13,0.5762,"trapezoid-area",13,0.576,"trapezoid-area",13,0.576,"Single-KC",41,0.4288,"trapezoid-area",13,0.5762,"trapezoid-area",13,0.576,75,3,0.5165,"trapezoid-area",13,0.576,10,13,0.5747
"42",42,"All Data","Stu_02ee1b3f31a6f6a7f4b8012298b2395e","Unit Area","TRAPEZOID_HEIGHT",3,"(HEIGHT QUESTION3)","1996-02-01 00:27:58","1996-02-01 00:27:58","1996-02-01 00:27:58","1996-02-01 00:27:58",0,0,-8.76640233632269,"correct",0,0,1,0,"Geometry",42,0.4288,"trapezoid-area",14,0.5551,"area",36,0.4426,"trapezoid-area",14,0.5535,"trapezoid-area",14,0.5538,"trapezoid-area",14,0.5538,"trapezoid-area",14,0.5535,"trapezoid-area",14,0.5535,"Single-KC",42,0.4288,"trapezoid-area",14,0.5538,"trapezoid-area",14,0.5535,49,3,0.5588,"trapezoid-area",14,0.5535,10,14,0.5516
"43",43,"All Data","Stu_02ee1b3f31a6f6a7f4b8012298b2395e","Unit Area","TRAPEZOID_ABCD",3,"(AREA QUESTION1)","1996-02-01 00:28:06","1996-02-01 00:28:06","1996-02-01 00:28:07","1996-02-01 00:28:07",1,7.29888127266906,0.999999999999993,"incorrect",1,0,1,0,"Geometry",43,0.4287,"trapezoid-area",15,0.5324,"area",37,0.442,"trapezoid-area",15,0.5308,"trapezoid-area",15,0.5311,"trapezoid-area",15,0.5311,"trapezoid-area",15,0.5308,"trapezoid-area",15,0.5308,"Single-KC",43,0.4287,"trapezoid-area",15,0.5311,"trapezoid-area",15,0.5308,104,3,0.495,"trapezoid-area",15,0.5308,10,15,0.5282
"44",44,"All Data","Stu_02ee1b3f31a6f6a7f4b8012298b2395e","Unit Area","TRAPEZOID_ABCD",3,"(LONGER-BASE QUESTION2)","1996-02-01 00:28:07","1996-02-01 00:28:52","1996-02-01 00:28:53","1996-02-01 00:28:53",46,13.055579857369,46,"incorrect",1,0,1,0,"Geometry",44,0.4286,"trapezoid-area",16,0.5096,"area",38,0.4415,"trapezoid-area",16,0.508,"trapezoid-area",16,0.5082,"trapezoid-area",16,0.5082,"trapezoid-area",16,0.508,"trapezoid-area",16,0.508,"Single-KC",44,0.4286,"trapezoid-area",16,0.5082,"trapezoid-area",16,0.508,61,3,0.4995,"trapezoid-area",16,0.508,10,16,0.5046
"45",45,"All Data","Stu_02ee1b3f31a6f6a7f4b8012298b2395e","Unit Area","TRAPEZOID_ABCD",3,"(HEIGHT QUESTION3)","1996-02-01 00:28:53","1996-02-01 00:28:57","1996-02-01 00:28:58","1996-02-01 00:28:58",5,12.2844885133844,5,"incorrect",1,0,1,0,"Geometry",45,0.4286,"trapezoid-area",17,0.4867,"area",39,0.4409,"trapezoid-area",17,0.4852,"trapezoid-area",17,0.4854,"trapezoid-area",17,0.4854,"trapezoid-area",17,0.4852,"trapezoid-area",17,0.4852,"Single-KC",45,0.4286,"trapezoid-area",17,0.4854,"trapezoid-area",17,0.4852,3.99999999999999,3,0.6936,"trapezoid-area",17,0.4852,10,17,0.4811
"46",46,"All Data","Stu_02ee1b3f31a6f6a7f4b8012298b2395e","Unit Area","TRAPEZOID_AREA",4,"(AREA QUESTION1)","1996-02-01 00:29:03","1996-02-01 00:29:03","1996-02-01 00:29:03","1996-02-01 00:29:03",0,-3.5527136788005e-15,-10.0112336149433,"correct",0,0,1,0,"Geometry",46,0.4285,"trapezoid-area",18,0.4639,"area",40,0.4403,"trapezoid-area",18,0.4624,"trapezoid-area",18,0.4626,"trapezoid-area",18,0.4626,"trapezoid-area",18,0.4624,"trapezoid-area",18,0.4624,"Single-KC",46,0.4285,"trapezoid-area",18,0.4626,"trapezoid-area",18,0.4624,75,4,0.4123,"trapezoid-area",18,0.4624,10,18,0.4576
"47",47,"All Data","Stu_02ee1b3f31a6f6a7f4b8012298b2395e","Unit Area","TRAPEZOID_HEIGHT",4,"(HEIGHT QUESTION3)","1996-02-01 00:29:37","1996-02-01 00:29:37","1996-02-01 00:29:38","1996-02-01 00:29:38",1,-23.0134958507698,1.00000000000001,"incorrect",1,0,1,0,"Geometry",47,0.4285,"trapezoid-area",19,0.4412,"area",41,0.4397,"trapezoid-area",19,0.4398,"trapezoid-area",19,0.4399,"trapezoid-area",19,0.4399,"trapezoid-area",19,0.4398,"trapezoid-area",19,0.4398,"Single-KC",47,0.4285,"trapezoid-area",19,0.4399,"trapezoid-area",19,0.4398,49,4,0.3942,"trapezoid-area",19,0.4398,10,19,0.4344
"48",48,"All Data","Stu_02ee1b3f31a6f6a7f4b8012298b2395e","Unit Area","TRAPEZOID_BASE",3,"(LONGER-BASE QUESTION2)","1996-02-01 00:29:51","1996-02-01 00:29:51","1996-02-01 00:29:52","1996-02-01 00:29:52",1,-32.891620915991,1,"incorrect",1,0,1,0,"Geometry",48,0.4284,"trapezoid-area",20,0.4187,"area",42,0.4391,"trapezoid-area",20,0.4174,"trapezoid-area",20,0.4175,"trapezoid-area",20,0.4175,"trapezoid-area",20,0.4174,"trapezoid-area",20,0.4174,"Single-KC",48,0.4284,"trapezoid-area",20,0.4175,"trapezoid-area",20,0.4174,5,3,0.5798,"trapezoid-area",20,0.4174,10,20,0.4114
"49",49,"All Data","Stu_02ee1b3f31a6f6a7f4b8012298b2395e","Unit Area","TRAPEZOID_ABCD",4,"(AREA QUESTION1)","1996-02-01 00:29:57","1996-02-01 00:29:57","1996-02-01 00:29:57","1996-02-01 00:29:57",0,0,-2.69316739161141,"correct",0,0,1,0,"Geometry",49,0.4284,"trapezoid-area",21,0.3966,"area",43,0.4385,"trapezoid-area",21,0.3954,"trapezoid-area",21,0.3954,"trapezoid-area",21,0.3954,"trapezoid-area",21,0.3954,"trapezoid-area",21,0.3954,"Single-KC",49,0.4284,"trapezoid-area",21,0.3954,"trapezoid-area",21,0.3954,104,4,0.2783,"trapezoid-area",21,0.3954,10,21,0.3888
"50",50,"All Data","Stu_02ee1b3f31a6f6a7f4b8012298b2395e","Unit Area","TRAPEZOID_ABCD",4,"(LONGER-BASE QUESTION2)","1996-02-01 00:29:57","1996-02-01 00:30:51","1996-02-01 00:30:51","1996-02-01 00:30:51",54,54,-5.72276107138401,"correct",0,0,1,0,"Geometry",50,0.4283,"trapezoid-area",22,0.375,"area",44,0.4379,"trapezoid-area",22,0.3738,"trapezoid-area",22,0.3738,"trapezoid-area",22,0.3738,"trapezoid-area",22,0.3738,"trapezoid-area",22,0.3738,"Single-KC",50,0.4283,"trapezoid-area",22,0.3738,"trapezoid-area",22,0.3738,61,4,0.3132,"trapezoid-area",22,0.3738,10,22,0.3666
"51",51,"All Data","Stu_02ee1b3f31a6f6a7f4b8012298b2395e","Unit Area","TRAPEZOID_ABCD",4,"(HEIGHT QUESTION3)","1996-02-01 00:30:51","1996-02-01 00:30:55","1996-02-01 00:30:55","1996-02-01 00:30:55",4,4,-7.47851110571349,"correct",0,0,1,0,"Geometry",51,0.4283,"trapezoid-area",23,0.3538,"area",45,0.4373,"trapezoid-area",23,0.3526,"trapezoid-area",23,0.3526,"trapezoid-area",23,0.3526,"trapezoid-area",23,0.3526,"trapezoid-area",23,0.3526,"Single-KC",51,0.4283,"trapezoid-area",23,0.3526,"trapezoid-area",23,0.3526,4.00000000000001,4,0.626,"trapezoid-area",23,0.3526,10,23,0.345
"52",52,"All Data","Stu_02ee1b3f31a6f6a7f4b8012298b2395e","Unit Area","TRAPEZOID_AREA",5,"(AREA QUESTION1)","1996-02-01 00:31:01","1996-02-01 00:31:01","1996-02-01 00:31:01","1996-02-01 00:31:01",0,0,-7.35014756099552,"correct",0,0,1,0,"Geometry",52,0.4282,"trapezoid-area",24,0.3331,"area",46,0.4367,"trapezoid-area",24,0.3321,"trapezoid-area",24,0.3321,"trapezoid-area",24,0.3321,"trapezoid-area",24,0.3321,"trapezoid-area",24,0.3321,"Single-KC",52,0.4282,"trapezoid-area",24,0.3321,"trapezoid-area",24,0.3321,75,5,0.3154,"trapezoid-area",24,0.3321,10,24,0.3241
"53",53,"All Data","Stu_02ee1b3f31a6f6a7f4b8012298b2395e","Unit Area","TRAPEZOID_HEIGHT",5,"(HEIGHT QUESTION3)","1996-02-01 00:31:36","1996-02-01 00:31:36","1996-02-01 00:31:36","1996-02-01 00:31:36",0,0,-4.7274005036258,"correct",0,0,1,0,"Geometry",53,0.4282,"trapezoid-area",25,0.3131,"area",47,0.4361,"trapezoid-area",25,0.3121,"trapezoid-area",25,0.3121,"trapezoid-area",25,0.3121,"trapezoid-area",25,0.3121,"trapezoid-area",25,0.3121,"Single-KC",53,0.4282,"trapezoid-area",25,0.3121,"trapezoid-area",25,0.3121,49,5,0.2505,"trapezoid-area",25,0.3121,10,25,0.3038
"54",54,"All Data","Stu_02ee1b3f31a6f6a7f4b8012298b2395e","Unit Area","TRAPEZOID_BASE",4,"(LONGER-BASE QUESTION2)","1996-02-01 00:31:40","1996-02-01 00:31:40","1996-02-01 00:31:41","1996-02-01 00:31:41",1,-5.47699291381876,1,"incorrect",1,0,1,0,"Geometry",54,0.4281,"trapezoid-area",26,0.2938,"area",48,0.4355,"trapezoid-area",26,0.2928,"trapezoid-area",26,0.2928,"trapezoid-area",26,0.2928,"trapezoid-area",26,0.2928,"trapezoid-area",26,0.2928,"Single-KC",54,0.4281,"trapezoid-area",26,0.2928,"trapezoid-area",26,0.2928,5,4,0.5075,"trapezoid-area",26,0.2928,10,26,0.2842
"55",55,"All Data","Stu_02ee1b3f31a6f6a7f4b8012298b2395e","Unit Area","TRAPEZOID_HEIGHT",6,"(HEIGHT QUESTION3)","1996-02-01 00:31:44","1996-02-01 00:31:44","1996-02-01 00:31:44","1996-02-01 00:31:44",0,0,9.73667489678073,"correct",0,0,1,0,"Geometry",55,0.4281,"trapezoid-area",27,0.2751,"area",49,0.4349,"trapezoid-area",27,0.2743,"trapezoid-area",27,0.2742,"trapezoid-area",27,0.2742,"trapezoid-area",27,0.2743,"trapezoid-area",27,0.2743,"Single-KC",55,0.4281,"trapezoid-area",27,0.2742,"trapezoid-area",27,0.2743,49,6,0.1465,"trapezoid-area",27,0.2743,10,27,0.2655
"56",56,"All Data","Stu_02ee1b3f31a6f6a7f4b8012298b2395e","Unit Area","TRAPEZOID_BASE",5,"(LONGER-BASE QUESTION2)","1996-02-01 00:33:35","1996-02-01 00:33:35","1996-02-01 00:33:35","1996-02-01 00:33:50",15,15,18.5646491867933,"correct",0,0,5,0,"Geometry",56,0.428,"trapezoid-area",28,0.2573,"area",50,0.4343,"trapezoid-area",28,0.2565,"trapezoid-area",28,0.2564,"trapezoid-area",28,0.2564,"trapezoid-area",28,0.2565,"trapezoid-area",28,0.2565,"Single-KC",56,0.428,"trapezoid-area",28,0.2564,"trapezoid-area",28,0.2565,5,5,0.4349,"trapezoid-area",28,0.2565,10,28,0.2475
"57",57,"All Data","Stu_02ee1b3f31a6f6a7f4b8012298b2395e","Unit Area","TRIANGLE_ABC",1,"(AREA QUESTION1)","1996-02-01 00:33:53","1996-02-01 00:33:53","1996-02-01 00:33:53","1996-02-01 00:33:53",0,1.77635683940025e-15,23.8602988834093,"correct",0,0,1,0,"Geometry",57,0.4279,"triangle-area",1,0.4897,"area",51,0.4338,"triangle-area",1,0.488,"triangle-area",1,0.4881,"triangle-area",1,0.4881,"triangle-area",1,0.488,"triangle-area",1,0.488,"Single-KC",57,0.4279,"triangle-area",1,0.4881,"triangle-area",1,0.488,121,1,0.3915,"triangle-area",1,0.488,11,1,0.4844
"58",58,"All Data","Stu_02ee1b3f31a6f6a7f4b8012298b2395e","Unit Area","TRIANGLE_ABC",1,"(HEIGHT QUESTION2)","1996-02-01 00:33:53","1996-02-01 00:34:14","1996-02-01 00:34:15","1996-02-01 00:34:15",22,1.07359447840508,22,"incorrect",1,0,1,0,"Geometry",58,0.4279,"triangle-area",2,0.4828,"area",52,0.4332,"triangle-area",2,0.4811,"triangle-area",2,0.4812,"triangle-area",2,0.4812,"triangle-area",2,0.4811,"triangle-area",2,0.4811,"Single-KC",58,0.4279,"triangle-area",2,0.4812,"triangle-area",2,0.4811,56,1,0.7295,"triangle-area",2,0.4811,11,2,0.4775
"59",59,"All Data","Stu_02ee1b3f31a6f6a7f4b8012298b2395e","Unit Area","TRIANGLE_ABC",1,"(BASE QUESTION3)","1996-02-01 00:34:15","1996-02-01 00:34:28","1996-02-01 00:34:28","1996-02-01 00:34:28",13,13,11.6954959816131,"correct",0,0,1,0,"Geometry",59,0.4278,"triangle-area",3,0.4759,"area",53,0.4326,"triangle-area",3,0.4741,"triangle-area",3,0.4743,"triangle-area",3,0.4743,"triangle-area",3,0.4741,"triangle-area",3,0.4741,"Single-KC",59,0.4278,"triangle-area",3,0.4743,"triangle-area",3,0.4741,131,1,0.3459,"triangle-area",3,0.4741,11,3,0.4706
"60",60,"All Data","Stu_02ee1b3f31a6f6a7f4b8012298b2395e","Unit Area","TRIANGLE_TRIANGLE",1,"(AREA QUESTION1)","1996-02-01 00:34:56","1996-02-01 00:34:56","1996-02-01 00:34:57","1996-02-01 00:34:57",1,15.4286473820508,1,"incorrect",1,0,1,0,"Geometry",60,0.4278,"triangle-area",4,0.469,"area",54,0.432,"triangle-area",4,0.4672,"triangle-area",4,0.4675,"triangle-area",4,0.4675,"triangle-area",4,0.4672,"triangle-area",4,0.4672,"Single-KC",60,0.4278,"triangle-area",4,0.4675,"triangle-area",4,0.4672,76,1,0.6703,"triangle-area",4,0.4672,11,4,0.4637
"61",61,"All Data","Stu_02ee1b3f31a6f6a7f4b8012298b2395e","Unit Area","TRIANGLE_RECTANGLE",1,"(BASE QUESTION1)","1996-02-01 00:35:09","1996-02-01 00:35:09","1996-02-01 00:35:10","1996-02-01 00:35:10",1,9.62511754513271,1,"incorrect",1,0,1,0,"Geometry",61,0.4277,"compose-by-multiplication",1,0.5946,"compose-by-multiplication",1,0.5806,"compose-by-multiplication",1,0.5926,"compose-by-multiplication",1,0.5929,"compose-by-multiplication",1,0.5929,"compose-by-multiplication",1,0.5926,"compose-by-multiplication",1,0.5926,"Single-KC",61,0.4277,"compose-by-multiplication",1,0.5929,"compose-by-multiplication",1,0.5926,70,1,0.8549,"compose-by-multiplication",1,0.5926,5,1,0.5893
"62",62,"All Data","Stu_02ee1b3f31a6f6a7f4b8012298b2395e","Unit Area","TRIANGLE_RECTANGLE",1,"(AREA QUESTION1)","1996-02-01 00:35:10","1996-02-01 00:35:29","1996-02-01 00:35:30","1996-02-01 00:35:30",20,2.25902893564827,20,"incorrect",1,0,1,0,"Geometry",62,0.4277,"triangle-area",5,0.4621,"area",55,0.4314,"triangle-area",5,0.4603,"triangle-area",5,0.4606,"triangle-area",5,0.4606,"triangle-area",5,0.4603,"triangle-area",5,0.4603,"Single-KC",62,0.4277,"triangle-area",5,0.4606,"triangle-area",5,0.4603,14,1,0.6791,"triangle-area",5,0.4603,11,5,0.4568
"63",63,"All Data","Stu_02ee1b3f31a6f6a7f4b8012298b2395e","Unit Area","DESIGNING_A_QUILT",1,"(AREA QUESTION1)","1996-02-01 00:36:03","1996-02-01 00:36:03","1996-02-01 00:36:03","1996-02-01 00:36:03",0,0,45.3006807572148,"correct",0,0,1,0,"Geometry",63,0.4276,"triangle-area",6,0.4553,"area",56,0.4308,"triangle-area",6,0.4535,"triangle-area",6,0.4538,"triangle-area",6,0.4538,"triangle-area",6,0.4535,"triangle-area",6,0.4535,"Single-KC",63,0.4276,"triangle-area",6,0.4538,"triangle-area",6,0.4535,98,1,0.4034,"triangle-area",6,0.4535,11,6,0.4499
"64",64,"All Data","Stu_02ee1b3f31a6f6a7f4b8012298b2395e","Unit Area","DESIGNING_A_QUILT",1,"(WHITE-AREA QUESTION1)","1996-02-01 00:36:03","1996-02-01 00:37:03","1996-02-01 00:37:04","1996-02-01 00:37:04",61,7.58244981761267,61,"incorrect",1,0,1,0,"Geometry",64,0.4276,"compose-by-multiplication",2,0.5668,"compose-by-multiplication",2,0.5536,"compose-by-multiplication",2,0.5648,"compose-by-multiplication",2,0.5651,"compose-by-multiplication",2,0.5651,"compose-by-multiplication",2,0.5648,"compose-by-multiplication",2,0.5648,"Single-KC",64,0.4276,"compose-by-multiplication",2,0.5651,"compose-by-multiplication",2,0.5648,96,1,0.7594,"compose-by-multiplication",2,0.5648,5,2,0.5613
"65",65,"All Data","Stu_02ee1b3f31a6f6a7f4b8012298b2395e","Unit Area","DESIGNING_A_QUILT",1,"(GREEN-AREA QUESTION1)","1996-02-01 00:37:04","1996-02-01 00:37:26","1996-02-01 00:37:26","1996-02-01 00:37:26",22,22,56.2924679638754,"correct",0,0,1,0,"Geometry",65,0.4275,"compose-by-multiplication",3,0.5386,"compose-by-multiplication",3,0.5263,"compose-by-multiplication",3,0.5365,"compose-by-multiplication",3,0.5369,"compose-by-multiplication",3,0.5369,"compose-by-multiplication",3,0.5365,"compose-by-multiplication",3,0.5365,"Single-KC",65,0.4275,"compose-by-multiplication",3,0.5369,"compose-by-multiplication",3,0.5365,27,1,0.593,"compose-by-multiplication",3,0.5365,5,3,0.533
"66",66,"All Data","Stu_02ee1b3f31a6f6a7f4b8012298b2395e","Unit Area","DESIGNING_A_QUILT",1,"(PURPLE-AREA QUESTION1)","1996-02-01 00:37:26","1996-02-01 00:37:58","1996-02-01 00:37:58","1996-02-01 00:37:58",32,32,38.3879146497782,"correct",0,0,1,0,"Geometry",66,0.4275,"compose-by-multiplication",4,0.5101,"compose-by-multiplication",4,0.4989,"compose-by-multiplication",4,0.5081,"compose-by-multiplication",4,0.5084,"compose-by-multiplication",4,0.5084,"compose-by-multiplication",4,0.5081,"compose-by-multiplication",4,0.5081,"Single-KC",66,0.4275,"compose-by-multiplication",4,0.5084,"compose-by-multiplication",4,0.5081,120,1,0.2613,"compose-by-multiplication",4,0.5081,5,4,0.5044
"67",67,"All Data","Stu_02ee1b3f31a6f6a7f4b8012298b2395e","Unit Area","DESIGNING_A_QUILT",1,"(AREA QUESTION2)","1996-02-01 00:37:58","1996-02-01 00:38:16","1996-02-01 00:38:17","1996-02-01 00:38:17",19,16.0294443779933,19,"incorrect",1,0,1,0,"Geometry",67,0.4274,"triangle-area",7,0.4484,"area",57,0.4302,"triangle-area",7,0.4466,"triangle-area",7,0.447,"triangle-area",7,0.447,"triangle-area",7,0.4466,"triangle-area",7,0.4466,"Single-KC",67,0.4274,"triangle-area",7,0.447,"triangle-area",7,0.4466,68,1,0.4512,"triangle-area",7,0.4466,11,7,0.4431
"68",68,"All Data","Stu_02ee1b3f31a6f6a7f4b8012298b2395e","Unit Area","DESIGNING_A_QUILT",1,"(WHITE-AREA QUESTION2)","1996-02-01 00:38:17","1996-02-01 00:38:23","1996-02-01 00:38:23","1996-02-01 00:38:23",6,6,7.42807911926347,"correct",0,0,1,0,"Geometry",68,0.4273,"compose-by-multiplication",5,0.4816,"compose-by-multiplication",5,0.4714,"compose-by-multiplication",5,0.4795,"compose-by-multiplication",5,0.4799,"compose-by-multiplication",5,0.4799,"compose-by-multiplication",5,0.4795,"compose-by-multiplication",5,0.4795,"Single-KC",68,0.4273,"compose-by-multiplication",5,0.4799,"compose-by-multiplication",5,0.4795,8,1,0.3942,"compose-by-multiplication",5,0.4795,5,5,0.4759
"69",69,"All Data","Stu_02ee1b3f31a6f6a7f4b8012298b2395e","Unit Area","DESIGNING_A_QUILT",1,"(GREEN-AREA QUESTION2)","1996-02-01 00:38:23","1996-02-01 00:38:45","1996-02-01 00:38:45","1996-02-01 00:38:45",22,22,3.31428776201632,"correct",0,0,1,0,"Geometry",69,0.4273,"compose-by-multiplication",6,0.4532,"compose-by-multiplication",6,0.4441,"compose-by-multiplication",6,0.4511,"compose-by-multiplication",6,0.4516,"compose-by-multiplication",6,0.4516,"compose-by-multiplication",6,0.4511,"compose-by-multiplication",6,0.4511,"Single-KC",69,0.4273,"compose-by-multiplication",6,0.4516,"compose-by-multiplication",6,0.4511,85,1,0.3942,"compose-by-multiplication",6,0.4511,5,6,0.4474
"70",70,"All Data","Stu_02ee1b3f31a6f6a7f4b8012298b2395e","Unit Area","DESIGNING_A_QUILT",1,"(PURPLE-AREA QUESTION2)","1996-02-01 00:38:45","1996-02-01 00:38:57","1996-02-01 00:38:57","1996-02-01 00:38:57",12,12,3.88645684513743,"correct",0,0,1,0,"Geometry",70,0.4272,"compose-by-multiplication",7,0.4251,"compose-by-multiplication",7,0.4172,"compose-by-multiplication",7,0.423,"compose-by-multiplication",7,0.4235,"compose-by-multiplication",7,0.4235,"compose-by-multiplication",7,0.423,"compose-by-multiplication",7,0.423,"Single-KC",70,0.4272,"compose-by-multiplication",7,0.4235,"compose-by-multiplication",7,0.423,89,1,0.1836,"compose-by-multiplication",7,0.423,5,7,0.4193
"71",71,"All Data","Stu_02ee1b3f31a6f6a7f4b8012298b2395e","Unit Area","DESIGNING_A_QUILT",1,"(AREA QUESTION3)","1996-02-01 00:38:57","1996-02-01 00:39:09","1996-02-01 00:39:09","1996-02-01 00:39:09",12,12,6.3724172855057,"correct",0,0,1,0,"Geometry",71,0.4272,"triangle-area",8,0.4416,"area",58,0.4296,"triangle-area",8,0.4398,"triangle-area",8,0.4402,"triangle-area",8,0.4402,"triangle-area",8,0.4398,"triangle-area",8,0.4398,"Single-KC",71,0.4272,"triangle-area",8,0.4402,"triangle-area",8,0.4398,19,1,0.2995,"triangle-area",8,0.4398,11,8,0.4363
"72",72,"All Data","Stu_02ee1b3f31a6f6a7f4b8012298b2395e","Unit Area","DESIGNING_A_QUILT",1,"(WHITE-AREA QUESTION3)","1996-02-01 00:39:09","1996-02-01 00:39:16","1996-02-01 00:39:17","1996-02-01 00:39:17",8,5.83472187601183,8,"incorrect",1,0,1,0,"Geometry",72,0.4271,"compose-by-multiplication",8,0.3974,"compose-by-multiplication",8,0.3907,"compose-by-multiplication",8,0.3954,"compose-by-multiplication",8,0.3959,"compose-by-multiplication",8,0.3959,"compose-by-multiplication",8,0.3954,"compose-by-multiplication",8,0.3954,"Single-KC",72,0.4271,"compose-by-multiplication",8,0.3959,"compose-by-multiplication",8,0.3954,12,1,0.3942,"compose-by-multiplication",8,0.3954,5,8,0.3918
