"","ï..Row","Sample","Anon.Student.Id","Problem.Hierarchy","Problem.Name","Problem.View","Problem.Start.Time","Problem.End.Time","Latency..sec.","Steps.Missing.Start.Times","Hints","Incorrects","Corrects","Avg.Corrects","Steps","Avg.Assistance.Score","Correct.First.Attempts","Condition","KCs..Geometry.","Steps.without.KCs..Geometry.","KC.List..Geometry.","KCs..KRE_circle_area.","Steps.without.KCs..KRE_circle_area.","KC.List..KRE_circle_area.","KCs..Khushboo.","Steps.without.KCs..Khushboo.","KC.List..Khushboo.","KCs..MJB.SQRECT.Merge.","Steps.without.KCs..MJB.SQRECT.Merge.","KC.List..MJB.SQRECT.Merge.","KCs..MyKC.","Steps.without.KCs..MyKC.","KC.List..MyKC.","KCs..NNEWWW.","Steps.without.KCs..NNEWWW.","KC.List..NNEWWW.","KCs..New.","Steps.without.KCs..New.","KC.List..New.","KCs..NewModel.","Steps.without.KCs..NewModel.","KC.List..NewModel.","KCs..Single.KC.","Steps.without.KCs..Single.KC.","KC.List..Single.KC.","KCs..Textbook.","Steps.without.KCs..Textbook.","KC.List..Textbook.","KCs..Textbook.test.","Steps.without.KCs..Textbook.test.","KC.List..Textbook.test.","KCs..Unique.step.","Steps.without.KCs..Unique.step.","KC.List..Unique.step.","KCs..Zhulin_Textbook11_SquareRectMerge.","Steps.without.KCs..Zhulin_Textbook11_SquareRectMerge.","KC.List..Zhulin_Textbook11_SquareRectMerge.","KCs..new.KC.model.name.","Steps.without.KCs..new.KC.model.name.","KC.List..new.KC.model.name."
"58",58,"All Data","Stu_04317acc6cccc2fac0b953aee8ba956c","Unit Area","PENTAGON",1,"2/1/1996 0:00","2/1/1996 0:02",97,0,0,2,3,1,3,0.667,1,0,1,0,"Geometry",1,0,"pentagon-area",1,0,"area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"Single-KC",1,0,"pentagon-area",1,0,"pentagon-area",3,0,"KC116, KC131, KC49",1,0,"pentagon-area",1,0,"pentagon-area"
"59",59,"All Data","Stu_04317acc6cccc2fac0b953aee8ba956c","Unit Area","TRIANGLE_RECTANGLE",1,"2/1/1996 0:02","2/1/1996 0:03",63,0,0,2,2,1,2,1,0,0,1,0,"Geometry",2,0,"compose-by-multiplication, triangle-area",2,0,"area, compose-by-multiplication",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",1,0,"Single-KC",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,"KC110, KC42",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area"
"60",60,"All Data","Stu_04317acc6cccc2fac0b953aee8ba956c","Unit Area","DESIGNING_A_QUILT",1,"2/1/1996 0:03","2/1/1996 0:03",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"triangle-area",1,0,"area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"Single-KC",1,0,"triangle-area",1,0,"triangle-area",1,0,"KC68",1,0,"triangle-area",1,0,"triangle-area"
"64",64,"All Data","Stu_09e34be8c3a4c82fb0781173c6f485e4","Unit Area","TRAPEZOID_ABCD",1,"2/1/1996 0:01","2/1/1996 0:01",1,0,0,1,1,1,1,1,0,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"KC73",1,0,"trapezoid-area",1,0,"trapezoid-area"
"65",65,"All Data","Stu_0dc180ab4196c3c75b62bfc5e01e6ee2","Unit Area","PENTAGON_ABCDE",1,"2/1/1996 0:00","2/1/1996 0:01",94,0,0,1,3,1,3,0.333,2,0,1,0,"Geometry",1,0,"pentagon-area",1,0,"area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"Single-KC",1,0,"pentagon-area",1,0,"pentagon-area",3,0,"KC10, KC112, KC25",1,0,"pentagon-area",1,0,"pentagon-area"
"66",66,"All Data","Stu_0dc180ab4196c3c75b62bfc5e01e6ee2","Unit Area","PENTAGON",1,"2/1/1996 0:04","2/1/1996 0:06",130,0,0,2,3,1,3,0.667,1,0,1,0,"Geometry",1,0,"pentagon-area",1,0,"area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"Single-KC",1,0,"pentagon-area",1,0,"pentagon-area",3,0,"KC116, KC131, KC49",1,0,"pentagon-area",1,0,"pentagon-area"
"67",67,"All Data","Stu_0dc180ab4196c3c75b62bfc5e01e6ee2","Unit Area","PENTAGON_ABCDE",2,"2/1/1996 0:07","2/1/1996 0:08",64,0,0,0,3,1,3,0,3,0,1,0,"Geometry",1,0,"pentagon-area",1,0,"area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"Single-KC",1,0,"pentagon-area",1,0,"pentagon-area",3,0,"KC10, KC112, KC25",1,0,"pentagon-area",1,0,"pentagon-area"
"68",68,"All Data","Stu_0dc180ab4196c3c75b62bfc5e01e6ee2","Unit Area","PENTAGON",2,"2/1/1996 0:08","2/1/1996 0:09",54,0,0,2,3,1,3,0.667,1,0,1,0,"Geometry",1,0,"pentagon-area",1,0,"area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"Single-KC",1,0,"pentagon-area",1,0,"pentagon-area",3,0,"KC116, KC131, KC49",1,0,"pentagon-area",1,0,"pentagon-area"
"69",69,"All Data","Stu_0dc180ab4196c3c75b62bfc5e01e6ee2","Unit Area","CIRCLE_O",1,"2/1/1996 0:10","2/1/1996 0:14",241,0,0,3,12,1,12,0.25,9,0,1,0,"Geometry",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"area, circumference, diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",1,0,"Single-KC",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",12,0,"KC107, KC117, KC120, KC123, KC15, KC31, KC4, KC70, KC71, KC74, KC82, KC93",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter"
"70",70,"All Data","Stu_0dc180ab4196c3c75b62bfc5e01e6ee2","Unit Area","LAWN_SPRINKLER",1,"2/1/1996 0:14","2/1/1996 0:14",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"circle-area",1,0,"area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"Single-KC",1,0,"circle-area",1,0,"circle-area",1,0,"KC52",1,0,"circle-area",1,0,"circle-area"
"71",71,"All Data","Stu_0dc180ab4196c3c75b62bfc5e01e6ee2","Unit Area","COVERING_POOL",1,"2/1/1996 0:15","2/1/1996 0:15",21,0,0,1,2,1,2,0.5,1,0,1,0,"Geometry",2,0,"circle-area, circle-diameter",2,0,"area, diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",1,0,"Single-KC",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"KC118, KC79",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter"
"72",72,"All Data","Stu_0dc180ab4196c3c75b62bfc5e01e6ee2","Unit Area","DOG_ON_A_ROPE",1,"2/1/1996 0:16","2/1/1996 0:16",29,0,0,0,2,1,2,0,2,0,1,0,"Geometry",2,0,"circle-area, circle-circumference",2,0,"area, circumference",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",1,0,"Single-KC",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",2,0,"KC103, KC87",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference"
"73",73,"All Data","Stu_0dc180ab4196c3c75b62bfc5e01e6ee2","Unit Area","LAWN_SPRINKLER_2",1,"2/1/1996 0:17","2/1/1996 0:18",81,0,0,0,3,1,3,0,3,0,1,0,"Geometry",3,0,"circle-area, compose-by-addition, rectangle-area",2,0,"area, compose-by-addition",3,0,"circle-area, compose-by-addition, sq_rect-area",3,0,"circle-area, compose-by-addition, rectangle-area",3,0,"circle-area, compose-by-addition, rectangle-area",3,0,"circle-area, compose-by-addition, square-rect-area",3,0,"circle-area, compose-by-addition, square-rect-area",1,0,"Single-KC",3,0,"circle-area, compose-by-addition, rectangle-area",3,0,"circle-area, compose-by-addition, rectangle-area",3,0,"KC26, KC65, KC90",3,0,"circle-area, compose-by-addition, square-rect-area",3,0,"circle-area, compose-by-addition, square-rect-area"
"74",74,"All Data","Stu_0dc180ab4196c3c75b62bfc5e01e6ee2","Unit Area","CIRCLE_DIAMETER",1,"2/1/1996 0:18","2/1/1996 0:19",43,0,0,0,3,1,3,0,3,0,1,0,"Geometry",3,0,"circle-circumference, circle-diameter, circle-pi",3,0,"area, circumference, diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",1,0,"Single-KC",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"KC13, KC130, KC60",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter"
"75",75,"All Data","Stu_0dc180ab4196c3c75b62bfc5e01e6ee2","Unit Area","CIRCLE_RADIUS",1,"2/1/1996 0:19","2/1/1996 0:19",18,0,0,0,3,1,3,0,3,0,1,0,"Geometry",3,0,"circle-circumference, circle-diameter, circle-pi",3,0,"area, circumference, diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",1,0,"Single-KC",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"KC14, KC51, KC72",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter"
"76",76,"All Data","Stu_0dc180ab4196c3c75b62bfc5e01e6ee2","Unit Area","CIRCLE_CIRCUMFERENCE",1,"2/1/1996 0:19","2/1/1996 0:20",14,0,0,1,3,1,3,0.333,2,0,1,0,"Geometry",3,0,"circle-circumference, circle-diameter, circle-pi",3,0,"area, circumference, diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",1,0,"Single-KC",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"KC11, KC125, KC58",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter"
"77",77,"All Data","Stu_0dc180ab4196c3c75b62bfc5e01e6ee2","Unit Area","CIRCLE_AREA",1,"2/1/1996 0:20","2/1/1996 0:20",21,0,0,1,3,1,3,0.333,2,0,1,0,"Geometry",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"area, circumference, diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",1,0,"Single-KC",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"KC44, KC63, KC86",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter"
"78",78,"All Data","Stu_0dc180ab4196c3c75b62bfc5e01e6ee2","Unit Area","COVERING_POOL",2,"2/1/1996 0:21","2/1/1996 0:21",8,0,0,0,2,1,2,0,2,0,1,0,"Geometry",2,0,"circle-area, circle-diameter",2,0,"area, diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",1,0,"Single-KC",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"KC118, KC79",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter"
"79",79,"All Data","Stu_0dc180ab4196c3c75b62bfc5e01e6ee2","Unit Area","CIRCLE_DIAMETER",2,"2/1/1996 0:21","2/1/1996 0:21",10,0,0,0,3,1,3,0,3,0,1,0,"Geometry",3,0,"circle-circumference, circle-diameter, circle-pi",3,0,"area, circumference, diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",1,0,"Single-KC",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"KC13, KC130, KC60",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter"
"81",81,"All Data","Stu_0dc180ab4196c3c75b62bfc5e01e6ee2","Unit Area","WATERING_VEGGIES",1,"2/1/1996 0:26","2/1/1996 0:26",21,0,0,0,3,1,3,0,3,0,1,0,"Geometry",3,0,"circle-area, compose-by-addition, square-area",2,0,"area, compose-by-addition",3,0,"circle-area, compose-by-addition, sq_rect-area",3,0,"circle-area, compose-by-addition, square-area",3,0,"circle-area, compose-by-addition, square-area",3,0,"circle-area, compose-by-addition, square-rect-area",3,0,"circle-area, compose-by-addition, square-rect-area",1,0,"Single-KC",3,0,"circle-area, compose-by-addition, square-area",3,0,"circle-area, compose-by-addition, rectangle-area",3,0,"KC119, KC36, KC83",3,0,"circle-area, compose-by-addition, square-rect-area",3,0,"circle-area, compose-by-addition, square-rect-area"
"82",82,"All Data","Stu_0dc180ab4196c3c75b62bfc5e01e6ee2","Unit Area","POGS",1,"2/1/1996 0:26","2/1/1996 0:28",85,0,0,1,3,1,3,0.333,2,0,1,0,"Geometry",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"Single-KC",1,0,"compose-by-addition",1,0,"compose-by-addition",3,0,"KC33, KC77, KC94",1,0,"compose-by-addition",1,0,"compose-by-addition"
"83",83,"All Data","Stu_11a1b913a4129bacb8b88a619fd09ae2","Unit Area","DOG_ON_A_ROPE",1,"2/1/1996 0:00","2/1/1996 0:01",81,0,0,1,2,1,2,0.5,1,0,1,0,"Geometry",2,0,"circle-area, circle-circumference",2,0,"area, circumference",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",1,0,"Single-KC",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",2,0,"KC103, KC87",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference"
"84",84,"All Data","Stu_11a1b913a4129bacb8b88a619fd09ae2","Unit Area","LAWN_SPRINKLER",1,"2/1/1996 0:02","2/1/1996 0:02",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"circle-area",1,0,"area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"Single-KC",1,0,"circle-area",1,0,"circle-area",1,0,"KC52",1,0,"circle-area",1,0,"circle-area"
"85",85,"All Data","Stu_11a1b913a4129bacb8b88a619fd09ae2","Unit Area","LAWN_SPRINKLER_2",1,"2/1/1996 0:02","2/1/1996 0:03",50,0,0,1,3,1,3,0.333,2,0,1,0,"Geometry",3,0,"circle-area, compose-by-addition, rectangle-area",2,0,"area, compose-by-addition",3,0,"circle-area, compose-by-addition, sq_rect-area",3,0,"circle-area, compose-by-addition, rectangle-area",3,0,"circle-area, compose-by-addition, rectangle-area",3,0,"circle-area, compose-by-addition, square-rect-area",3,0,"circle-area, compose-by-addition, square-rect-area",1,0,"Single-KC",3,0,"circle-area, compose-by-addition, rectangle-area",3,0,"circle-area, compose-by-addition, rectangle-area",3,0,"KC26, KC65, KC90",3,0,"circle-area, compose-by-addition, square-rect-area",3,0,"circle-area, compose-by-addition, square-rect-area"
"86",86,"All Data","Stu_11a1b913a4129bacb8b88a619fd09ae2","Unit Area","LAWN_SPRINKLER",2,"2/1/1996 0:03","2/1/1996 0:03",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"circle-area",1,0,"area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"Single-KC",1,0,"circle-area",1,0,"circle-area",1,0,"KC52",1,0,"circle-area",1,0,"circle-area"
"88",88,"All Data","Stu_11a1b913a4129bacb8b88a619fd09ae2","Unit Area","WATERING_VEGGIES",1,"2/1/1996 0:10","2/1/1996 0:11",62,0,0,3,3,1,3,1,0,0,1,0,"Geometry",3,0,"circle-area, compose-by-addition, square-area",2,0,"area, compose-by-addition",3,0,"circle-area, compose-by-addition, sq_rect-area",3,0,"circle-area, compose-by-addition, square-area",3,0,"circle-area, compose-by-addition, square-area",3,0,"circle-area, compose-by-addition, square-rect-area",3,0,"circle-area, compose-by-addition, square-rect-area",1,0,"Single-KC",3,0,"circle-area, compose-by-addition, square-area",3,0,"circle-area, compose-by-addition, rectangle-area",3,0,"KC119, KC36, KC83",3,0,"circle-area, compose-by-addition, square-rect-area",3,0,"circle-area, compose-by-addition, square-rect-area"
"91",91,"All Data","Stu_151682e96c4fe1d626d5a15ca23e2241","Unit Area","CIRCLE_DIAMETER",1,"2/1/1996 0:01","2/1/1996 0:01",15,0,0,1,3,1,3,0.333,2,0,1,0,"Geometry",3,0,"circle-circumference, circle-diameter, circle-pi",3,0,"area, circumference, diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",1,0,"Single-KC",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"KC13, KC130, KC60",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter"
"92",92,"All Data","Stu_151682e96c4fe1d626d5a15ca23e2241","Unit Area","CIRCLE_AREA",1,"2/1/1996 0:01","2/1/1996 0:02",15,0,0,2,3,1,3,0.667,1,0,1,0,"Geometry",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"area, circumference, diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",1,0,"Single-KC",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"KC44, KC63, KC86",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter"
"93",93,"All Data","Stu_151682e96c4fe1d626d5a15ca23e2241","Unit Area","CIRCLE_CIRCUMFERENCE",1,"2/1/1996 0:02","2/1/1996 0:02",7,0,0,1,3,1,3,0.333,2,0,1,0,"Geometry",3,0,"circle-circumference, circle-diameter, circle-pi",3,0,"area, circumference, diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",1,0,"Single-KC",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"KC11, KC125, KC58",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter"
"95",95,"All Data","Stu_151682e96c4fe1d626d5a15ca23e2241","Unit Area","COVERING_POOL",2,"2/1/1996 0:04","2/1/1996 0:04",12,0,0,0,2,1,2,0,2,0,1,0,"Geometry",2,0,"circle-area, circle-diameter",2,0,"area, diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",1,0,"Single-KC",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"KC118, KC79",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter"
"96",96,"All Data","Stu_151682e96c4fe1d626d5a15ca23e2241","Unit Area","CIRCLE_DIAMETER",2,"2/1/1996 0:05","2/1/1996 0:05",15,0,0,0,3,1,3,0,3,0,1,0,"Geometry",3,0,"circle-circumference, circle-diameter, circle-pi",3,0,"area, circumference, diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",1,0,"Single-KC",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"KC13, KC130, KC60",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter"
"98",98,"All Data","Stu_151682e96c4fe1d626d5a15ca23e2241","Unit Area","WATERING_VEGGIES",1,"2/1/1996 0:10","2/1/1996 0:10",27,0,0,2,3,1,3,0.667,1,0,1,0,"Geometry",3,0,"circle-area, compose-by-addition, square-area",2,0,"area, compose-by-addition",3,0,"circle-area, compose-by-addition, sq_rect-area",3,0,"circle-area, compose-by-addition, square-area",3,0,"circle-area, compose-by-addition, square-area",3,0,"circle-area, compose-by-addition, square-rect-area",3,0,"circle-area, compose-by-addition, square-rect-area",1,0,"Single-KC",3,0,"circle-area, compose-by-addition, square-area",3,0,"circle-area, compose-by-addition, rectangle-area",3,0,"KC119, KC36, KC83",3,0,"circle-area, compose-by-addition, square-rect-area",3,0,"circle-area, compose-by-addition, square-rect-area"
"100",100,"All Data","Stu_1afbee9e3e83bb801b589108fb46028a","Unit Area","TWO_CIRCLES_IN_CIRCLE",1,"2/1/1996 0:00","2/1/1996 0:00",35,0,0,2,4,1,4,0.5,2,0,1,0,"Geometry",2,0,"circle-area, compose-by-addition",2,0,"area, compose-by-addition",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition",1,0,"Single-KC",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition",4,0,"KC124, KC129, KC30, KC81",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition"
"101",101,"All Data","Stu_1afbee9e3e83bb801b589108fb46028a","Unit Area","TWO_CIRCLES_IN_SQUARE",1,"2/1/1996 0:01","2/1/1996 0:02",34,0,0,2,3,1,3,0.667,1,0,1,0,"Geometry",3,0,"circle-area, compose-by-addition, compose-by-multiplication",3,0,"area, compose-by-addition, compose-by-multiplication",3,0,"circle-area, compose-by-addition, compose-by-multiplication",3,0,"circle-area, compose-by-addition, compose-by-multiplication",3,0,"circle-area, compose-by-addition, compose-by-multiplication",3,0,"circle-area, compose-by-addition, compose-by-multiplication",3,0,"circle-area, compose-by-addition, compose-by-multiplication",1,0,"Single-KC",3,0,"circle-area, compose-by-addition, compose-by-multiplication",3,0,"circle-area, compose-by-addition, compose-by-multiplication",3,0,"KC111, KC2, KC96",3,0,"circle-area, compose-by-addition, compose-by-multiplication",3,0,"circle-area, compose-by-addition, compose-by-multiplication"
"102",102,"All Data","Stu_1afbee9e3e83bb801b589108fb46028a","Unit Area","RECTANGLE_AREA",1,"2/1/1996 0:02","2/1/1996 0:02",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"rectangle-area",1,0,"area",1,0,"sq_rect-area",1,0,"rectangle-area",1,0,"rectangle-area",1,0,"square-rect-area",1,0,"square-rect-area",1,0,"Single-KC",1,0,"rectangle-area",1,0,"rectangle-area",1,0,"KC21",1,0,"square-rect-area",1,0,"square-rect-area"
"105",105,"All Data","Stu_1afbee9e3e83bb801b589108fb46028a","Unit Area","TRIANGLE_AREA",1,"2/1/1996 0:04","2/1/1996 0:04",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"triangle-area",1,0,"area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"Single-KC",1,0,"triangle-area",1,0,"triangle-area",1,0,"KC37",1,0,"triangle-area",1,0,"triangle-area"
"106",106,"All Data","Stu_1afbee9e3e83bb801b589108fb46028a","Unit Area","TRIANGLE_RECTANGLE",1,"2/1/1996 0:05","2/1/1996 0:05",2,0,0,1,2,1,2,0.5,1,0,1,0,"Geometry",2,0,"compose-by-multiplication, triangle-area",2,0,"area, compose-by-multiplication",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",1,0,"Single-KC",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,"KC110, KC42",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area"
"107",107,"All Data","Stu_1afbee9e3e83bb801b589108fb46028a","Unit Area","DESIGNING_A_QUILT",1,"2/1/1996 0:05","2/1/1996 0:06",62,0,0,0,12,1,12,0,12,0,1,0,"Geometry",2,0,"compose-by-multiplication, triangle-area",2,0,"area, compose-by-multiplication",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",1,0,"Single-KC",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",12,0,"KC105, KC109, KC115, KC121, KC122, KC40, KC56, KC6, KC66, KC68, KC88, KC99",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area"
